Philippines,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Nitrogen (N) (kg/ha),126.18,57.94,131.23,57.23,112.06,59.53,179.77,156.1,187.39,158.6,73,55.15,127.41,36.26,128.7,36.18,102.89,34.34,182.82,52.95,182.82,52.95,0,0,161.4,86.73,152.06,76.16,198.77,116.87,141.44,98.88,141.44,98.88,0,0
Phosphorus (P) (kg/ha),13.48,11.12,14.37,12.28,11,6.58,19.37,20.32,18.48,20.45,31.79,18.73,12.89,5.62,12.9,5.76,12.63,0.14,20.91,8.05,20.91,8.05,0,0,6.14,3.73,5.99,3.67,6.73,4.09,5.48,5.39,5.48,5.39,0,0
Potassium (K) (kg/ha),17.06,14.87,19.47,15.12,10.32,12.18,29.57,38.69,31.68,39.22,0,0,20.13,12.93,19.92,13.24,24.02,0.27,28.42,17.07,28.42,17.07,0,0,20.39,13.79,20.36,12.9,20.53,17.58,19.59,19.59,19.59,19.59,0,0
Pangasinan,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 147),,(n = 96),,(n = 51),,(n = 73),,(n = 73),,(n = 0),,(n = 149),,(n = 120),,(n = 29),,(n = 89),,(n = 87),,(n = 2),,(n = 151),,(n = 104),,(n = 47),,(n = 113),,(n = 113),,(n = 0),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Nitrogen (N) (kg/ha),105.56,68.54,111.73,66.55,93.94,71.35,109.08,71.8,109.08,71.8,0,0,104.6,52.08,110.56,52.04,79.91,45.2,117.37,40.1,116.68,40.28,147.17,12.49,133.95,64.91,138.9,57.11,123.02,79.12,132.63,59.18,132.63,59.18,0,0
Phosphorus (P) (kg/ha),8.54,10.1,10.41,11.47,5.02,5.33,9.9,7.79,9.9,7.79,0,0,6.63,7.46,7.87,7.63,1.48,3.52,9.57,7.68,9.68,7.7,5.09,7.2,4.82,3.65,5.35,3.34,3.67,4.06,4.93,4.12,4.93,4.12,0,0
Potassium (K) (kg/ha),15.74,19.2,19.05,21.94,9.52,10.09,18.25,15.11,18.25,15.11,0,0,12.27,13.47,14.33,13.81,3.76,7.49,15.67,11.81,15.8,11.82,9.68,13.7,17.69,18.95,19.48,19.97,13.73,15.97,19.26,32.86,19.26,32.86,0,0
Apayao,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 60),,(n = 47),,(n = 13),,(n = 60),,(n = 56),,(n = 4),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Nitrogen (N) (kg/ha),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.23,78.13,139.84,66.9,206.22,95.49,106.78,68.52,108.72,70.03,79.55,36.93
Phosphorus (P) (kg/ha),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28,3.42,5.15,2.62,5.73,5.56,3.75,3.26,3.8,3.32,3.1,2.56
Potassium (K) (kg/ha),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.26,13.58,16.59,11.33,19.68,20.16,13.13,12.62,12.86,12.32,16.97,18.1
Kalinga,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 60),,(n = 47),,(n = 13),,(n = 58),,(n = 52),,(n = 6),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Nitrogen (N) (kg/ha),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.39,73.63,121.54,76.98,74.7,45.58,129.24,79.97,135.1,78.39,78.42,82.31
Phosphorus (P) (kg/ha),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89,2.85,3.21,2.97,1.73,2.06,3.96,4.59,4.41,4.65,0.09,0.22
Potassium (K) (kg/ha),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.12,8.24,7.99,8.7,3.98,5.45,11.65,15.7,12.95,16.08,0.34,0.82
Cagayan,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 114),,(n = 87),,(n = 27),,(n = 109),,(n = 77),,(n = 32),,(n = 112),,(n = 88),,(n = 24),,(n = 112),,(n = 88),,(n = 24),,(n = 112),,(n = 82),,(n = 30),,(n = 115),,(n = 100),,(n = 15),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Nitrogen (N) (kg/ha),76.65,43.11,81.34,45.06,61.52,32.39,89.98,54.08,104.62,54.52,54.76,33.01,88.5,39.79,92.92,37.85,72.27,43.29,80.1,37.12,86.05,38.12,58.32,22.83,85.46,56.88,85.09,57.24,86.46,56.83,114.36,57.24,119.42,58.81,80.62,28.69
Phosphorus (P) (kg/ha),5.74,6.07,6.26,6.23,4.09,5.28,6.15,7.08,7.54,7.46,2.82,4.68,6.78,6.53,7.17,6.52,5.33,6.5,5.96,7,6.5,7.4,4,4.93,3.61,3.35,3.73,3.2,3.29,3.78,4.4,3.48,4.56,3.58,3.39,2.66
Potassium (K) (kg/ha),3.15,6.58,3.69,7.12,1.4,4.01,3.24,7.27,4.35,8.28,0.56,2.3,3.8,7.59,4.82,8.29,0.09,0.17,4.77,8.25,5.73,8.94,1.28,3.15,4.45,8.46,4.91,8.76,3.19,7.59,5.91,10.55,6.46,11.07,2.29,4.85
Isabela,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 89),,(n = 74),,(n = 15),,(n = 89),,(n = 75),,(n = 14),,(n = 114),,(n = 90),,(n = 24),,(n = 115),,(n = 90),,(n = 25),,(n = 112),,(n = 94),,(n = 18),,(n = 116),,(n = 104),,(n = 12),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Nitrogen (N) (kg/ha),81.32,37.54,85.64,36.02,60.05,38.82,91.27,66.34,98.6,69.15,52,24.46,77.67,29.92,84.53,27.22,51.91,25.55,79.84,34.85,88.67,32.81,48.04,20.82,97.51,59.19,104.07,60.63,63.22,35.78,99.07,48.11,102.71,47.78,67.48,40.09
Phosphorus (P) (kg/ha),13.29,9,14.96,8.89,5.02,2.99,14.57,10.2,16.19,10.11,5.84,4.96,11.24,6.03,12.35,5.88,7.1,4.67,12.2,7.78,13.47,7.38,7.63,7.6,6.5,4.27,6.94,4.27,4.25,3.61,6.73,4.41,6.93,4.47,5,3.61
Potassium (K) (kg/ha),12.87,14.88,14.74,15.49,3.61,5.52,13.47,17.91,14.69,18.87,6.93,9.47,10.85,12.19,12.86,12.67,3.31,5.86,10.91,13.3,13.11,13.98,3,5.67,11.71,14.79,13.29,15.41,3.49,6.63,11.88,14.48,12.29,14.62,8.35,13.24
Nueva Vizcaya,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 60),,(n = 47),,(n = 13),,(n = 57),,(n = 55),,(n = 2),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Nitrogen (N) (kg/ha),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.12,65.93,128.92,59.88,129.85,87.34,107.59,67.22,110.75,66.26,20.7,16.55
Phosphorus (P) (kg/ha),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89,4.69,4.95,4.95,4.67,3.77,3.57,3.23,3.58,3.24,3.29,4.08
Potassium (K) (kg/ha),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.87,11.59,11.84,10.9,11.94,14.33,10.59,10.7,10.55,10.71,11.89,14.77
Aurora,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 57),,(n = 55),,(n = 2),,(n = 50),,(n = 49),,(n = 1),,(n = 59),,(n = 55),,(n = 4),,(n = 55),,(n = 53),,(n = 2),,(n = 60),,(n = 57),,(n = 3),,(n = 59),,(n = 59),,(n = 0),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Nitrogen (N) (kg/ha),78.69,33.72,79.65,33.92,52.28,9.51,71.72,41.95,72.02,42.32,56.67,0,55.61,22.9,56.02,23.41,49.97,15.02,64.52,32.53,64.31,32.67,70.17,39.83,90,49.67,91.91,50.17,53.65,14.76,87.87,39.29,87.87,39.29,0,0
Phosphorus (P) (kg/ha),10.02,5.29,10.2,5.29,4.96,1.62,9.41,6.14,9.32,6.17,13.58,0,8.97,6.44,9.06,6.63,7.76,3.02,8.78,5.96,8.57,5.92,14.26,5.76,4.93,3.04,5.01,3.09,3.43,1.68,4.36,2.74,4.36,2.74,0,0
Potassium (K) (kg/ha),19.07,10.25,19.42,10.26,9.44,3.08,19.13,11.93,18.99,12.02,25.83,0,20.86,12.01,20.92,12.22,20.06,10.03,18.49,10,18.16,9.93,27.12,10.96,24.73,16.52,25.03,16.68,19.05,14.6,25.25,17.53,25.25,17.53,0,0
Bulacan,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 77),,(n = 35),,(n = 39),,(n = 29),,(n = 29),,(n = 0),,(n = 79),,(n = 38),,(n = 41),,(n = 37),,(n = 37),,(n = 0),,(n = 81),,(n = 44),,(n = 37),,(n = 48),,(n = 43),,(n = 5),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Nitrogen (N) (kg/ha),81.74,55.49,95.43,67.77,67.59,39.25,110.88,42.7,110.88,42.7,0,0,66.02,33.16,77.59,35.63,55.29,26.92,82.73,43.42,82.73,43.42,0,0,74.69,53.21,88.22,61.14,58.6,36.58,90.44,50.92,92.58,51.93,72,40.93
Phosphorus (P) (kg/ha),8.6,8.54,9.09,8.05,8.2,8.78,10.19,9.54,10.19,9.54,0,0,8.82,8.42,9.6,8.59,8.11,8.31,10.09,7.74,10.09,7.74,0,0,4.03,4.03,5.46,4.57,2.33,2.39,4.72,3.42,4.69,3.55,4.93,2.22
Potassium (K) (kg/ha),11.56,13.61,15.3,13.01,9.09,13.76,17.48,16.3,17.48,16.3,0,0,9.82,11.5,12.77,12.33,7.09,10.05,15.4,11.41,15.4,11.41,0,0,13.09,14.07,17.71,16.34,7.61,7.99,14.1,11.62,14.84,11.81,7.72,8.07
Nueva Ecija,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 110),,(n = 96),,(n = 13),,(n = 77),,(n = 76),,(n = 1),,(n = 148),,(n = 141),,(n = 7),,(n = 123),,(n = 123),,(n = 0),,(n = 150),,(n = 114),,(n = 36),,(n = 129),,(n = 129),,(n = 0),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Nitrogen (N) (kg/ha),87,42.18,87.67,43.34,80.55,34.88,122.38,60.5,122.71,60.83,97.2,0,92.74,37.29,92.43,36.54,99.05,53.43,112.83,37.07,112.83,37.07,0,0,100.38,53.19,105,55.15,85.75,43.96,127.83,59.61,127.83,59.61,0,0
Phosphorus (P) (kg/ha),12.9,8.65,12.99,8.55,10.9,8.58,16.12,9.85,16.09,9.91,18.33,0,12.25,7.06,12.44,7.03,8.44,7.17,16.88,9.18,16.88,9.18,0,0,5.14,4.1,5.53,4.31,3.89,3.1,7.51,4.32,7.51,4.32,0,0
Potassium (K) (kg/ha),18.1,15.4,19.15,15.66,9.97,11.36,25.25,19.22,25.12,19.32,34.87,0,18.77,12.84,18.87,12.86,16.73,13.26,24.08,16.42,24.08,16.42,0,0,17.68,17.13,19.15,18.37,13.05,11.42,23.9,16.17,23.9,16.17,0,0
Pampanga,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 56),,(n = 49),,(n = 7),,(n = 41),,(n = 41),,(n = 0),,(n = 49),,(n = 49),,(n = 0),,(n = 50),,(n = 50),,(n = 0),,(n = 57),,(n = 45),,(n = 12),,(n = 56),,(n = 56),,(n = 0),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Nitrogen (N) (kg/ha),76.34,37.3,77.64,35.93,67.19,48.15,93.76,68.18,93.76,68.18,0,0,83.48,38.6,83.48,38.6,0,0,86.84,38.25,86.84,38.25,0,0,99.9,49.01,93.34,44.46,124.48,59.05,102.77,67.15,102.77,67.15,0,0
Phosphorus (P) (kg/ha),4.15,6.01,4.45,6.31,2.05,2.56,5.09,7.03,5.09,7.03,0,0,3.03,4.52,3.03,4.52,0,0,4.27,5.92,4.27,5.92,0,0,2.2,2.63,2.3,2.65,1.8,2.61,2.67,2.79,2.67,2.79,0,0
Potassium (K) (kg/ha),6.61,14.47,6.57,15.24,6.92,7.77,8.48,12.52,8.48,12.52,0,0,4.55,6.2,4.55,6.2,0,0,4.71,7.51,4.71,7.51,0,0,7.8,8.77,8.69,8.93,4.49,7.57,8.19,10.43,8.19,10.43,0,0
Tarlac,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 76),,(n = 57),,(n = 19),,(n = 37),,(n = 37),,(n = 0),,(n = 86),,(n = 77),,(n = 9),,(n = 45),,(n = 45),,(n = 0),,(n = 86),,(n = 55),,(n = 31),,(n = 52),,(n = 50),,(n = 2),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Nitrogen (N) (kg/ha),87.77,43.74,86.47,38.88,91.66,56.98,99.18,29.26,99.18,29.26,0,0,104.77,38.12,104.78,39.49,104.68,24.98,117.46,53.02,117.46,53.02,0,0,111.94,65.13,111.03,55.91,113.56,79.93,117.8,55.49,119.05,56.24,86.34,2.36
Phosphorus (P) (kg/ha),6.26,5.18,7.01,4.97,4.02,5.3,7.4,3.83,7.4,3.83,0,0,6.42,5.09,6.44,4.98,6.19,6.28,9.09,6.62,9.09,6.62,0,0,4.33,4.14,4.19,3.63,4.58,4.99,3.83,3.09,3.94,3.08,0.89,1.25
Potassium (K) (kg/ha),13.65,22.52,12.38,10.05,17.47,42.18,13.35,7.02,13.35,7.02,0,0,11.86,9.47,11.87,9.24,11.78,11.94,15.53,12.37,15.53,12.37,0,0,15.25,16.34,18.59,17.9,9.34,11.12,13.2,12.34,13.6,12.41,3.23,4.53
Laguna,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
