,(Percent of farmers),,,,,,,,,,,
Method of Sale,,,,,,,,,,,,
     Delivered,56,58,48,41,41,0,63,61,71,60,61,0
     Picked-up,44,42,52,59,59,0,37,39,29,31,30,100
     No response,0,0,0,0,0,0,0,0,0,9,9,0
Mode of Payment,,,,,,,,,,,,
     Cash,97,99,90,98,98,0,100,100,100,90,90,100
     Credit,2,0,6,0,0,0,0,0,0,1,1,0
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Types of Outlet**,,,,,,,,,,,,
     Wholesaler,45,42,55,27,27,0,0,0,0,0,0,0
     Wholesaler-retailer,25,22,32,41,41,0,0,0,0,0,0,0
     Assembler,18,22,6,17,17,0,10,10,7,2,2,0
     Cooperative,3,3,3,0,0,0,0,0,0,0,0,0
     Retailer,3,3,0,12,12,0,0,0,0,0,0,0
     Palay Trader,1,1,0,0,0,0,91,91,93,84,84,100
     Input dealer,1,1,0,5,5,0,0,0,0,0,0,0
     Miller,0,0,0,0,0,0,2,2,0,3,3,0
     Creditor/Lender,0,0,0,0,0,0,1,1,0,0,0,0
     Private,0,0,0,0,0,0,0,0,0,1,1,0
Cagayan,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 107),(n = 81),(n = 26),(n = 100),(n = 76),(n = 24),(n = 100),(n = 81),(n = 19),(n = 112),(n = 88),(n = 24)
,(Percent of farmers),,,,,,,,,,,
Method of Sale,,,,,,,,,,,,
     Delivered,62,62,62,45,47,38,49,48,53,53,55,46
     Picked-up,38,38,38,55,53,63,51,52,47,45,42,54
     No response,0,0,0,0,0,0,0,0,0,3,3,0
Mode of Payment,,,,,,,,,,,,
     Cash,98,98,100,98,97,100,99,99,100,96,95,100
     Credit,2,2,0,1,1,0,0,0,0,0,0,0
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Types of Outlet**,,,,,,,,,,,,
     Wholesaler,39,35,54,34,33,38,0,0,0,0,0,0
     Wholesaler-retailer,39,48,12,52,55,42,0,0,0,0,0,0
     Assembler,12,7,27,8,5,17,0,0,0,0,0,0
     Input dealer,4,2,8,6,5,8,0,0,0,0,0,0
     Cooperative,2,1,4,0,0,0,3,1,11,0,0,0
     Palay Trader,0,0,0,0,0,0,95,96,89,89,86,100
     Miller,0,0,0,0,0,0,1,1,0,0,0,0
     NFA,0,0,0,0,0,0,1,1,0,2,2,0
     Creditor/Lender,0,0,0,0,0,0,0,0,0,6,8,0
Isabela,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 73),(n = 66),(n = 7),(n = 81),(n = 74),(n = 7),(n = 102),(n = 87),(n = 15),(n = 115),(n = 90),(n = 25)
,(Percent of farmers),,,,,,,,,,,
Method of Sale,,,,,,,,,,,,
     Delivered,38,35,71,19,14,71,22,18,40,17,14,28
     Picked-up,60,64,29,81,86,29,78,82,60,74,83,40
     No response,1,2,0,0,0,0,0,0,0,9,2,32
Mode of Payment,,,,,,,,,,,,
     Cash,90,89,100,98,97,100,97,97,100,91,98,68
     Credit,5,6,0,2,3,0,0,0,0,0,0,0
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Types of Outlet**,,,,,,,,,,,,
     Wholesaler,48,48,43,35,32,57,0,0,0,0,0,0
     Wholesaler-retailer,40,39,43,54,55,43,0,0,0,0,0,0
     Informal money lender,4,5,0,0,0,0,0,0,0,0,0,0
     Palay Trader,4,5,0,1,1,0,87,89,80,64,70,44
     Assembler,1,2,0,0,0,0,3,0,20,3,3,0
     Input dealer,1,2,0,6,7,0,0,0,0,0,0,0
     Retailer,1,0,14,1,1,0,0,0,0,0,0,0
     Consumer,0,0,0,1,1,0,0,0,0,0,0,0
     Dayuhan,0,0,0,1,1,0,0,0,0,0,0,0
     Miller,0,0,0,0,0,0,4,5,0,3,4,0
     Creditor/Lender,0,0,0,0,0,0,1,1,0,3,3,0
     Agents,0,0,0,0,0,0,0,0,0,11,14,0
     Transient buyer,0,0,0,0,0,0,0,0,0,5,0,24
     Canvasser,0,0,0,0,0,0,0,0,0,1,1,0
     NFA,0,0,0,0,0,0,0,0,0,1,1,0
     Othersa,0,0,0,0,0,0,5,6,0,0,0,0
Aurora,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 56),(n = 54),(n = 2),(n = 50),(n = 49),(n = 1),(n = 57),(n = 53),(n = 4),(n = 55),(n = 53),(n = 2)
,(Percent of farmers),,,,,,,,,,,
Method of Sale,,,,,,,,,,,,
     Delivered,9,9,0,8,8,0,2,2,0,2,2,0
     Picked-up,91,91,100,92,92,100,98,98,100,96,96,100
     No response,0,0,0,0,0,0,0,0,0,2,2,0
Mode of Payment,,,,,,,,,,,,
     Cash,100,100,100,100,100,100,96,98,75,95,94,100
     Credit,0,0,0,0,0,0,4,2,25,4,4,0
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Types of Outlet**,,,,,,,,,,,,
     Assembler,52,50,100,84,84,100,5,6,0,67,70,0
     Input dealer,9,9,0,6,6,0,0,0,0,0,0,0
     Truck,7,7,0,0,0,0,0,0,0,0,0,0
     Wholesaler,4,4,0,0,0,0,0,0,0,0,0,0
     Retailer,4,4,0,4,4,0,0,0,0,0,0,0
     Palay Trader,4,4,0,0,0,0,81,79,100,24,21,100
     Farmers,2,2,0,0,0,0,0,0,0,0,0,0
     Wholesaler-retailer,0,0,0,4,4,0,0,0,0,0,0,0
     Miller,0,0,0,2,2,0,0,0,0,0,0,0
     Cooperative,0,0,0,0,0,0,12,13,0,5,6,0
     Miller,0,0,0,0,0,0,2,2,0,2,2,0
Bulacan,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 58),(n = 32),(n = 25),(n = 27),(n = 27),(n = 0),(n = 67),(n = 35),(n = 32),(n = 37),(n = 37),(n = 0)
,(Percent of farmers),,,,,,,,,,,
Method of Sale,,,,,,,,,,,,
     Delivered,24,22,28,7,7,0,7,3,13,8,8,0
     Picked-up,72,78,64,93,93,0,93,97,88,68,68,0
     No response,3,0,8,0,0,0,0,0,0,24,24,0
Mode of Payment,,,,,,,,,,,,
     Cash,93,94,92,70,70,0,99,100,97,76,76,0
     Credit,3,3,4,30,30,0,1,0,3,0,0,0
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Types of Outlet**,,,,,,,,,,,,
     Wholesaler,34,44,24,33,33,0,0,0,0,0,0,0
     Wholesaler-retailer,31,25,36,33,33,0,0,0,0,0,0,0
     Retailer,16,22,8,0,0,0,0,0,0,0,0,0
     Assembler,12,6,20,22,22,0,18,20,16,30,30,0
     Consumer,3,6,0,0,0,0,0,0,0,0,0,0
     Palay Trader,2,3,0,0,0,0,67,69,66,41,41,0
     Input dealer,2,0,4,0,0,0,0,0,0,0,0,0
     Rice mill,0,0,0,7,7,0,0,0,0,0,0,0
     Miller,0,0,0,4,4,0,0,0,0,0,0,0
     Miller,0,0,0,0,0,0,10,9,13,11,11,0
     Agent,0,0,0,0,0,0,3,3,3,0,0,0
     Retailer,0,0,0,0,0,0,1,0,3,0,0,0
     Creditor/Lender,0,0,0,0,0,0,0,0,0,3,3,0
     Neighbors,0,0,0,0,0,0,0,0,0,3,3,0
Nueva Ecija,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 104),(n = 91),(n = 12),(n = 76),(n = 75),(n = 1),(n = 128),(n = 122),(n = 6),(n = 123),(n = 123),(n = 0)
,(Percent of farmers),,,,,,,,,,,
Method of Sale,,,,,,,,,,,,
     Delivered,39,36,67,18,19,0,30,28,67,4,4,0
     Picked-up,60,63,33,82,81,100,70,72,33,89,89,0
     No response,1,1,0,0,0,0,0,0,0,7,7,0
Mode of Payment,,,,,,,,,,,,
     Cash,95,96,92,92,92,100,94,93,100,91,91,0
     Credit,5,4,8,7,7,0,5,6,0,2,2,0
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Types of Outlet**,,,,,,,,,,,,
     Wholesaler-retailer,34,32,50,24,23,100,0,0,0,0,0,0
     Wholesaler,33,35,17,51,52,0,0,0,0,0,0,0
     Retailer,19,16,33,0,0,0,0,0,0,0,0,0
     Informal money lender,8,9,0,0,0,0,0,0,0,0,0,0
     Cooperative,2,2,0,3,3,0,2,2,0,5,5,0
     Assembler,1,1,0,17,17,0,13,14,0,21,21,0
     Input dealer,1,1,0,3,3,0,0,0,0,0,0,0
     Palay Trader,0,0,0,1,1,0,76,75,100,55,55,0
     Sariling benta,0,0,0,1,1,0,0,0,0,0,0,0
     Creditor/Lender,0,0,0,0,0,0,6,7,0,5,5,0
     Miller,0,0,0,0,0,0,2,2,0,4,4,0
     NFA,0,0,0,0,0,0,1,1,0,0,0,0
     Agents,0,0,0,0,0,0,0,0,0,4,4,0
     Input dealer/trader,0,0,0,0,0,0,0,0,0,1,1,0
     Othersa,0,0,0,0,0,0,2,2,0,0,0,0
Pampanga,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 49),(n = 44),(n = 5),(n = 31),(n = 31),(n = 0),(n = 38),(n = 38),(n = 0),(n = 50),(n = 50),(n = 0)
,(Percent of farmers),,,,,,,,,,,
Method of Sale,,,,,,,,,,,,
     Delivered,4,5,0,19,19,0,8,8,0,4,4,0
     Picked-up,96,95,100,81,81,0,92,92,0,78,78,0
     No response,0,0,0,0,0,0,0,0,0,18,18,0
Mode of Payment,,,,,,,,,,,,
     Cash,92,91,100,100,100,0,100,100,0,80,80,0
     Credit,0,0,0,0,0,0,0,0,0,0,0,0
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Types of Outlet**,,,,,,,,,,,,
     Wholesaler,59,55,100,35,35,0,0,0,0,0,0,0
     Retailer,14,16,0,3,3,0,0,0,0,0,0,0
     Wholesaler-retailer,8,9,0,35,35,0,0,0,0,0,0,0
     Assembler,4,5,0,10,10,0,39,39,0,28,28,0
     Consumer,4,5,0,0,0,0,0,0,0,0,0,0
     Input dealer,2,2,0,0,0,0,0,0,0,0,0,0
     Palay Trader,2,2,0,0,0,0,32,32,0,38,38,0
     Cono owner,0,0,0,6,6,0,0,0,0,0,0,0
     Cooperative,0,0,0,6,6,0,11,11,0,4,4,0
     Relatives,0,0,0,3,3,0,0,0,0,2,2,0
     Miller,0,0,0,0,0,0,8,8,0,0,0,0
     Creditor/Lender,0,0,0,0,0,0,5,5,0,2,2,0
     Wholesaler,0,0,0,0,0,0,0,0,0,6,6,0
     Neighbors,0,0,0,0,0,0,0,0,0,2,2,0
     Othersa,0,0,0,0,0,0,5,5,0,0,0,0
Tarlac,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 71),(n = 54),(n = 17),(n = 33),(n = 33),(n = 0),(n = 78),(n = 71),(n = 7),(n = 45),(n = 45),(n = 0)
,(Percent of farmers),,,,,,,,,,,
Method of Sale,,,,,,,,,,,,
     Delivered,59,50,88,52,52,0,40,37,71,44,44,0
     Picked-up,41,50,12,48,48,0,59,62,29,42,42,0
     No response,0,0,0,0,0,0,1,1,0,13,13,0
Mode of Payment,,,,,,,,,,,,
     Cash,97,98,94,97,97,0,96,97,86,87,87,0
     Credit,1,2,0,0,0,0,0,0,0,0,0,0
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Types of Outlet**,,,,,,,,,,,,
     Wholesaler-retailer,48,41,71,48,48,0,0,0,0,0,0,0
     Wholesaler,28,37,0,48,48,0,0,0,0,0,0,0
     Retailer,18,20,12,3,3,0,0,0,0,0,0,0
     Assembler,3,0,12,0,0,0,5,6,0,2,2,0
     Informal money lender,1,2,0,0,0,0,0,0,0,0,0,0
     Palay Trader,0,0,0,0,0,0,81,80,86,80,80,0
     Creditor/Lender,0,0,0,0,0,0,10,11,0,0,0,0
     Cooperative,0,0,0,0,0,0,5,6,0,0,0,0
     Miller,0,0,0,0,0,0,1,0,14,0,0,0
     Seed grower,0,0,0,0,0,0,0,0,0,2,2,0
     Input dealer/trader,0,0,0,0,0,0,0,0,0,2,2,0
Laguna,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 39),(n = 23),(n = 16),(n = 39),(n = 31),(n = 8),(n = 37),(n = 37),(n = 0),(n = 57),(n = 56),(n = 1)
,(Percent of farmers),,,,,,,,,,,
Method of Sale,,,,,,,,,,,,
     Delivered,33,22,50,13,13,13,19,19,0,7,7,0
     Picked-up,67,78,50,87,87,88,76,76,0,61,61,100
     No response,0,0,0,0,0,0,5,5,0,32,32,0
Mode of Payment,,,,,,,,,,,,
     Cash,87,78,100,97,97,100,95,95,0,68,68,100
     Credit,10,17,0,3,3,0,0,0,0,0,0,0
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Types of Outlet**,,,,,,,,,,,,
     Wholesaler,33,26,44,10,13,0,0,0,0,0,0,0
     Wholesaler-retailer,26,4,56,33,19,88,0,0,0,0,0,0
     Consumer,13,22,0,21,26,0,0,0,0,0,0,0
     Palay Trader,10,17,0,0,0,0,35,35,0,23,23,0
     Assembler,8,13,0,18,19,13,11,11,0,14,14,0
     Retailer,3,4,0,3,3,0,0,0,0,0,0,0
     Rice miller,3,4,0,0,0,0,0,0,0,0,0,0
     Cono owner,0,0,0,10,13,0,0,0,0,0,0,0
     Miller,0,0,0,3,3,0,0,0,0,0,0,0
     Input dealer,0,0,0,3,3,0,0,0,0,0,0,0
     Miller,0,0,0,0,0,0,35,35,0,19,20,0
     Middle man,0,0,0,0,0,0,0,0,0,4,4,0
     Stores,0,0,0,0,0,0,0,0,0,2,2,0
     Rice retailer,0,0,0,0,0,0,0,0,0,2,2,0
     Landowner,0,0,0,0,0,0,0,0,0,2,0,100
     Agents,0,0,0,0,0,0,0,0,0,2,2,0
     SL Agritech,0,0,0,0,0,0,0,0,0,2,2,0
     Othersa,0,0,0,0,0,0,14,14,0,0,0,0
Quezon,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 33),(n = 33),(n = 0),(n = 28),(n = 18),(n = 10),(n = 32),(n = 23),(n = 9),(n = 59),(n = 29),(n = 30)
,(Percent of farmers),,,,,,,,,,,
Method of Sale,,,,,,,,,,,,
     Delivered,42,42,0,50,67,20,38,48,11,31,48,13
     Picked-up,58,58,0,50,33,80,63,52,89,34,21,47
     No response,0,0,0,0,0,0,0,0,0,36,31,40
Mode of Payment,,,,,,,,,,,,
     Cash,94,94,0,100,100,100,97,100,89,59,66,53
     Credit,6,6,0,0,0,0,0,0,0,2,3,0
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Types of Outlet**,,,,,,,,,,,,
     Wholesaler,30,30,0,57,67,40,0,0,0,0,0,0
     Wholesaler-retailer,24,24,0,18,11,30,0,0,0,0,0,0
     Retailer,18,18,0,0,0,0,0,0,0,0,0,0
     Cooperative,9,9,0,11,17,0,9,13,0,0,0,0
     Assembler,6,6,0,14,6,30,3,4,0,0,0,0
     Agent,3,3,0,0,0,0,0,0,0,0,0,0
     Input dealer,3,3,0,0,0,0,0,0,0,0,0,0
     Rice miller,3,3,0,0,0,0,0,0,0,0,0,0
     Miller,0,0,0,0,0,0,25,35,0,39,38,40
     Palay Trader,0,0,0,0,0,0,25,30,11,29,48,10
     Palay agent,0,0,0,0,0,0,22,4,67,0,0,0
     Consumers,0,0,0,0,0,0,16,13,22,0,0,0
     Barter,0,0,0,0,0,0,0,0,0,3,0,7
     Organic tiangge,0,0,0,0,0,0,0,0,0,2,3,0
     Stores,0,0,0,0,0,0,0,0,0,2,0,3
     Rice retailer,0,0,0,0,0,0,0,0,0,2,0,3
     NFA,0,0,0,0,0,0,0,0,0,2,3,0
     Neighbors,0,0,0,0,0,0,0,0,0,2,0,3
Occidental Mindoro,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 50),(n = 26),(n = 24),(n = 24),(n = 24),(n = 0),(n = 58),(n = 42),(n = 16),(n = 33),(n = 33),(n = 0)
,(Percent of farmers),,,,,,,,,,,
Method of Sale,,,,,,,,,,,,
     Delivered,86,88,83,71,71,0,84,86,81,79,79,0
     Picked-up,14,12,17,29,29,0,14,12,19,21,21,0
     No response,0,0,0,0,0,0,2,2,0,0,0,0
Mode of Payment,,,,,,,,,,,,
     Cash,98,100,96,100,100,0,97,95,100,94,94,0
     Credit,2,0,4,0,0,0,2,2,0,0,0,0
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Types of Outlet**,,,,,,,,,,,,
     Wholesaler,38,46,29,83,83,0,0,0,0,0,0,0
     Wholesaler-retailer,32,27,38,0,0,0,0,0,0,0,0,0
     NFA,22,23,21,4,4,0,57,67,31,52,52,0
     Assembler,4,4,4,0,0,0,0,0,0,0,0,0
     Informal money lender,2,0,4,0,0,0,0,0,0,0,0,0
     Cooperative,2,0,4,0,0,0,2,2,0,0,0,0
     Input dealer,0,0,0,13,13,0,0,0,0,0,0,0
     Palay Trader,0,0,0,0,0,0,40,29,69,48,48,0
     Othersa,0,0,0,0,0,0,2,2,0,0,0,0
Oriental Mindoro,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 73),(n = 59),(n = 14),(n = 69),(n = 66),(n = 3),(n = 72),(n = 64),(n = 8),(n = 86),(n = 70),(n = 16)
,(Percent of farmers),,,,,,,,,,,
Method of Sale,,,,,,,,,,,,
     Delivered,44,42,50,49,47,100,36,34,50,37,40,25
     Picked-up,56,58,50,51,53,0,63,64,50,53,54,50
     No response,0,0,0,0,0,0,1,2,0,9,6,25
Mode of Payment,,,,,,,,,,,,
     Cash,100,100,100,99,98,100,97,97,100,91,94,75
     Credit,0,0,0,0,0,0,1,2,0,0,0,0
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Types of Outlet**,,,,,,,,,,,,
     Wholesaler-retailer,44,36,79,38,39,0,0,0,0,0,0,0
     Wholesaler,36,41,14,55,53,100,0,0,0,0,0,0
     Input dealer,5,7,0,0,0,0,0,0,0,0,0,0
     Palay Trader,4,3,7,0,0,0,58,59,50,66,69,56
     Retailer,4,5,0,1,2,0,0,0,0,0,0,0
     Informal money lender,3,3,0,0,0,0,0,0,0,0,0,0
     Assembler,3,3,0,4,5,0,1,2,0,0,0,0
     Consumer,1,2,0,0,0,0,0,0,0,0,0,0
     Cooperative,0,0,0,1,2,0,6,6,0,0,0,0
     Creditor/Lender,0,0,0,0,0,0,25,25,25,19,19,19
     Miller,0,0,0,0,0,0,10,9,13,6,7,0
     NFA,0,0,0,0,0,0,0,0,0,1,1,0
     Othersa,0,0,0,0,0,0,1,0,13,0,0,0
Albay,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 33),(n = 27),(n = 6),(n = 33),(n = 28),(n = 5),(n = 42),(n = 40),(n = 2),(n = 60),(n = 52),(n = 8)
,(Percent of farmers),,,,,,,,,,,
Method of Sale,,,,,,,,,,,,
     Delivered,76,78,67,30,29,40,81,80,100,38,44,0
     Picked-up,24,22,33,70,71,60,19,20,0,23,27,0
     No response,0,0,0,0,0,0,0,0,0,38,29,100
Mode of Payment,,,,,,,,,,,,
     Cash,100,100,100,100,100,100,95,95,100,62,71,0
     Credit,0,0,0,0,0,0,0,0,0,0,0,0
     No response,0,0,0,0,0,0,0,0,0,0,0,0
Types of Outlet**,,,,,,,,,,,,
     Wholesaler,61,74,0,88,93,60,0,0,0,0,0,0
     Wholesaler-retailer,6,4,17,0,0,0,0,0,0,0,0,0
