Philippines,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Sold,40,,42.5,,32.3,,46.6,,48.6,,32.7,,43.7,,45.6,,35.7,,46.9,,48.8,,35.6,,37.4,,41.6,,28,,40,,46.5,,20,
Ilocos Norte,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,
,(n = 57),,(n = 42),,(n = 15),,(n = 30),,(n = 28),,(n = 2),,(n = 60),,(n = 57),,(n = 3),,(n = 33),,(n = 33),,(n = 0),,(n = 60),,(n = 48),,(n = 12),,(n = 60),,(n = 37),,(n = 0),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Harvest (bagb/ha),83.8,26.8,90.6,18.7,64.8,39.5,93.8,35.5,96.1,34.5,61.6,25.7,94.8,35.4,95.2,36.1,87.5,9.2,112.6,25.1,112.6,25.1,-,-,499.4,103.7,472.4,94.2,607.4,125,491.3,111.8,491.3,111.8,-,-
,(Percentage share of harvest),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Landlord's share,12.8,,12.5,,13.9,,15.9,,16.2,,9.7,,12.2,,12.2,,13.4,,12.8,,12.8,,-,,7.8,,7.4,,9.3,,17.1,,17.1,,-,
Harvester's sharec,13.5,,13.9,,12,,14,,14.2,,9.7,,12.7,,12.4,,17.7,,8,,8,,-,,12,,11.8,,12.8,,15.9,,15.9,,-,
Thresher's share,-,,-,,-,,0.8,,0.8,,-,,1.5,,1.6,,-,,5.8,,5.8,,-,,2.4,,2.9,,0.9,,0.1,,0.1,,-,
Combine harvester's share,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,0.1,,0.2,,-,,0.9,,0.9,,-,
Permanent laborer's sharee,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,
Other laborer's share,2.1,,1.8,,3.2,,0.2,,0.2,,-,,-,,-,,-,,-,,-,,-,,0.1,,0.1,,-,,-,,-,,-,
Irrigation feee,-,,-,,-,,-,,-,,-,,0.1,,0.1,,-,,0.1,,0.1,,-,,-,,-,,-,,0.1,,0.1,,-,
Machine rentalde,-,,-,,-,,-,,-,,-,,0.1,,0.1,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,
Home consumption,46.3,,46.3,,46.3,,51.2,,50.9,,58,,55.8,,55.2,,68.9,,38.8,,38.8,,-,,38.9,,43.5,,24.6,,36.8,,36.8,,-,
Seeds,2.1,,2.3,,1.5,,1.2,,1.3,,-,,1.3,,1.4,,-,,1,,1,,-,,0.1,,0.1,,0,,-,,-,,-,
Creditorsd,2.2,,2.5,,0.9,,-,,-,,-,,-,,-,,-,,0.4,,0.4,,-,,-,,-,,-,,-,,-,,-,
Othersdf,1.4,,1,,3,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,0.9,,0.9,,-,
Sold,23.1,,21.1,,31.1,,16.7,,16.4,,22.7,,16.2,,17,,-,,33,,33,,-,,38.5,,34,,52.3,,29.1,,29.1,,-,
Pangasinan,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,
,(n = 147),,(n = 96),,(n = 51),,(n = 73),,(n = 73),,(n = 0),,(n = 149),,(n = 120),,(n = 29),,(n = 89),,(n = 87),,(n = 2),,(n = 151),,(n = 104),,(n = 47),,(n = 151),,(n = 113),,(n = 0),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Harvest (bagb/ha),76.9,32,81.4,27.1,68.6,39.4,85.2,26.5,85.2,26.5,-,-,73.2,35.8,77.8,32,54.1,42,79.6,31,79.3,31.2,93.5,25.5,136.4,78,151.4,75.8,103,74,149.3,72,152,70.1,-,-
,(Percentage share of harvest),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Landlord's share,15.8,,16,,15.4,,16,,16,,-,,15,,15.5,,11.8,,15.3,,15.7,,-,,9.5,,10.3,,6.8,,12.5,,12.5,,-,
Harvester's sharec,9.3,,9.7,,8.3,,3.6,,3.6,,-,,3.2,,2.9,,5.3,,2.9,,3,,-,,1.1,,1.1,,1,,0.1,,0.1,,-,
Thresher's share,-,,-,,-,,5.2,,5.2,,-,,6,,5.8,,6.7,,6.3,,6.3,,7,,2.1,,2,,2.5,,1,,1,,-,
Combine harvester's share,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,6.1,,6.3,,5.6,,7.7,,7.7,,-,
Permanent laborer's sharee,-,,-,,-,,0.2,,0.2,,-,,0.1,,0.2,,-,,0.5,,0.5,,-,,1.5,,2,,0.1,,1.8,,1.8,,-,
Other laborer's share,0.9,,0.9,,0.7,,0.1,,0.1,,-,,0.1,,0.1,,0.4,,0.3,,0.3,,-,,0.1,,0.1,,-,,0.5,,0.5,,-,
Irrigation feee,-,,-,,-,,0.7,,0.7,,-,,0.3,,0.4,,-,,1.3,,1.3,,-,,0.1,,0.1,,-,,0.5,,0.5,,-,
Machine rentalde,-,,-,,-,,-,,-,,-,,0.1,,0.1,,-,,-,,-,,-,,0.3,,0.1,,0.7,,-,,-,,-,
Home consumption,30.3,,26.3,,39.3,,28.7,,28.7,,-,,25.4,,23.3,,38.2,,26.7,,26.9,,17.2,,33.4,,32.7,,35.7,,26.9,,26.9,,-,
Seeds,2.1,,2.1,,2.3,,2.6,,2.6,,-,,2.2,,2.2,,2.3,,1.3,,1.4,,-,,0.1,,0,,0.4,,0.2,,0.2,,-,
Creditorsd,4.4,,5.1,,2.7,,-,,-,,-,,4,,4.7,,-,,3.6,,3.7,,-,,0.3,,0.4,,-,,1.1,,1.1,,-,
Othersdf,0.1,,0.2,,-,,-,,-,,-,,0.6,,0.7,,-,,0.9,,1,,-,,-,,-,,-,,8,,8,,-,
Sold,36,,39.7,,27.8,,42.9,,42.9,,-,,42.9,,44.2,,35.3,,40.9,,39.9,,75.8,,45.4,,44.9,,47.3,,47.3,,47.3,,-,
Apayao,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,
,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 60),,(n = 47),,(n = 13),,(n = 60),,(n = 56),,(n = 4),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Harvest (bagb/ha),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153.6,86.6,139.1,73.7,206.4,100.5,178.3,119.2,180.3,121.3,150,67.6
,(Percentage share of harvest),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Landlord's share,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,11.1,,12.3,,8.2,,7.1,,7.4,,2.5,
Harvester's sharec,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,1.1,,1.4,,0.3,,-,,-,,-,
Thresher's share,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,0,,0,,-,,-,,-,,-,
Combine harvester's share,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,7.9,,7.5,,8.9,,9.3,,9.2,,11,
Permanent laborer's sharee,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,0,,0,,-,,-,,-,,-,
Other laborer's share,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,
Irrigation feee,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,
Machine rentalde,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,
Home consumption,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,34,,35.7,,29.7,,30.8,,32.1,,9.4,
Seeds,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,0.1,,0.1,,-,,-,,-,,-,
Creditorsd,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,
Othersdf,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,9.3,,9.2,,11,
Sold,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,45.8,,42.9,,53,,52.8,,51.3,,77.1,
Kalinga,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,
,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 60),,(n = 47),,(n = 13),,(n = 60),,(n = 52),,(n = 6),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Harvest (bagb/ha),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.6,97.2,63.9,95,34.9,70.2,115.1,83.2,116.6,82.7,101.3,95.2
,(Percentage share of harvest),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Landlord's share,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,4.9,,5.1,,3.9,,8.9,,9.8,,-,
Harvester's sharec,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,3.5,,3.4,,4.6,,1.3,,0.9,,4.7,
Thresher's share,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,2.7,,2.6,,3.8,,1,,0.6,,4.9,
Combine harvester's share,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,6.7,,7.2,,2.9,,6.7,,7,,4.4,
Permanent laborer's sharee,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,5,,5,,4.4,,5.9,,6.1,,4.3,
Other laborer's share,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,0,,0,,-,
Irrigation feee,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,0.1,,0.2,,-,,-,,-,,-,
Machine rentalde,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,0.3,,0.2,,2.1,
Home consumption,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,48.6,,49.3,,43.6,,31.7,,29.6,,52.7,
Seeds,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,0.4,,0.5,,-,,-,,-,,-,
Creditorsd,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,1.5,,1.5,,1.4,,0.7,,0.8,,-,
Othersdf,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,6.7,,7,,4.4,
Sold,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,26.6,,25.3,,35.5,,43.4,,45,,26.9,
Cagayan,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,
,(n = 114),,(n = 87),,(n = 27),,(n = 109),,(n = 77),,(n = 32),,(n = 112),,(n = 88),,(n = 24),,(n = 112),,(n = 88),,(n = 24),,(n = 116),,(n = 82),,(n = 30),,(n = 116),,(n = 100),,(n = 15),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Harvest (bagb/ha),78.1,34.5,83.1,32.6,62.2,31.7,86.9,40.1,97.8,33.2,60.8,41.5,75.2,32.1,75.9,31.8,72.4,33.7,90.3,31.1,94.1,30.4,76.2,27.7,84.9,115.4,89.3,119.3,75.5,92.8,138.8,68.7,139.3,67.1,144.8,74.2
,(Percentage share of harvest),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Landlord's share,7.5,,8.3,,4.1,,7,,7.8,,3.8,,6.2,,6.6,,4.6,,5.9,,6.4,,4,,6,,6.6,,4,,4.8,,5.1,,2.8,
Harvester's sharec,14.1,,14,,14.5,,9.5,,10,,7.7,,8.6,,8.6,,8.2,,9.5,,9.3,,10.1,,5.4,,5.9,,3.9,,4.1,,4,,4.6,
Thresher's share,-,,-,,-,,7.9,,8,,7.8,,6.4,,6,,7.7,,5.7,,5.2,,7.9,,4.5,,4.7,,3.7,,2.6,,2.8,,0.9,
Combine harvester's share,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,4.7,,3.7,,8,,5.8,,5.7,,6.2,
Permanent laborer's sharee,-,,-,,-,,2.8,,3.2,,1.5,,2.4,,2.9,,0.7,,2.5,,2.6,,1.8,,1.5,,1.3,,2.1,,1.9,,1.9,,2,
Other laborer's share,2.5,,2.6,,2.4,,0,,0,,0,,0.1,,0.1,,-,,0.1,,0.2,,-,,0.6,,0.7,,0.3,,0.7,,0.8,,-,
Irrigation feee,-,,-,,-,,1.6,,2,,-,,1.1,,1.4,,-,,0.8,,1,,-,,1.1,,1.4,,-,,0.2,,0.2,,-,
Machine rentalde,-,,-,,-,,-,,-,,-,,0.1,,0.1,,-,,0,,0.1,,-,,0.2,,0.3,,-,,0.2,,0.3,,-,
Home consumption,21.9,,20.8,,27,,23.3,,18.8,,40.8,,25.4,,24.2,,30,,19,,18.2,,22.8,,32.1,,29.5,,40.6,,28,,25.3,,45.2,
Seeds,0.9,,0.7,,1.7,,0.8,,0.7,,1.4,,0.5,,0.5,,0.4,,0.6,,0.5,,0.7,,0.1,,0.1,,0,,0,,0,,-,
Creditorsd,11.6,,13.7,,2.7,,-,,-,,-,,1,,1.1,,0.3,,1.5,,1.1,,2.8,,2.4,,1.8,,4.4,,0.6,,0.4,,2.2,
Othersdf,1.1,,1.1,,1.3,,-,,-,,-,,0.7,,0.8,,0.3,,0.4,,0.4,,0.3,,0,,0,,-,,5.9,,5.8,,6.2,
Sold,40.1,,38.7,,46.1,,47.2,,49.9,,36.6,,47.6,,47.5,,47.7,,54,,54.9,,49.7,,41.3,,43.8,,33,,51,,53.3,,36,
Isabela,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,
,(n = 89),,(n = 74),,(n = 15),,(n = 89),,(n = 75),,(n = 14),,(n = 114),,(n = 90),,(n = 24),,(n = 115),,(n = 90),,(n = 25),,(n = 116),,(n = 94),,(n = 18),,(n = 116),,(n = 104),,(n = 12),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Harvest (bagb/ha),69.8,48.6,73.9,46.1,49.3,51.5,90,32.1,99.2,19.7,40.8,48.1,67.2,55,76.7,45.3,32,63,96.5,32.8,106.7,25.3,59.9,28.1,106.7,86.6,109.8,81.6,108.2,98.2,134.6,96,132,76,157.5,179.6
,(Percentage share of harvest),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Landlord's share,3.4,,3,,6.9,,3.5,,3.4,,4.8,,2.9,,2.5,,6.4,,2.7,,2.3,,5,,3.6,,3.6,,3.7,,1.8,,2.1,,-,
Harvester's sharec,12.4,,12.7,,9.7,,5.7,,5.8,,3.3,,6.3,,7,,0.4,,6.2,,6.2,,6.1,,2.3,,2.5,,1.3,,2.1,,2.4,,-,
Thresher's share,-,,-,,-,,7.1,,7,,9.5,,6.2,,5.9,,9,,5.2,,5.2,,4.7,,2.9,,2.7,,4,,3,,2.7,,5.6,
Combine harvester's share,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,5,,5,,5.1,,5.2,,5.4,,4.2,
Permanent laborer's sharee,-,,-,,-,,4.3,,4.6,,-,,5.2,,5.8,,0.4,,5.4,,6.3,,-,,3.1,,3.6,,0.2,,3.6,,3.9,,1.5,
Other laborer's share,4.8,,4.8,,4.9,,0.5,,0.4,,2.3,,0,,0,,-,,0.4,,0.4,,0.2,,0.2,,0.2,,-,,0,,0.1,,-,
Irrigation feee,-,,-,,-,,2.1,,2.3,,-,,1,,1.1,,-,,0.5,,0.5,,-,,0.1,,0.1,,-,,0,,0,,-,
Machine rentalde,-,,-,,-,,-,,-,,-,,0.2,,0.2,,0.7,,0.6,,0.7,,-,,0,,0,,-,,0,,0,,-,
Home consumption,22.6,,19.4,,46.5,,17.7,,15.5,,46.1,,20.7,,17.8,,47.1,,18.6,,14.4,,45.1,,27,,22.2,,52.3,,29,,23.3,,70,
Seeds,1.3,,1.3,,0.9,,1.1,,1,,1.8,,0.6,,0.7,,0.4,,1,,1,,0.5,,0,,0,,-,,-,,-,,-,
Creditorsd,4.6,,4.7,,3.6,,-,,-,,-,,0.7,,0.6,,0.9,,0.7,,0.8,,-,,3.8,,4.6,,-,,1.4,,1.6,,-,
Othersdf,0.9,,0.8,,1.6,,-,,-,,-,,0.7,,0.5,,2.8,,0.8,,0.9,,-,,0,,0,,-,,5.2,,5.4,,4.2,
Sold,52.7,,55.6,,31.2,,57.7,,59.7,,32.2,,55.3,,57.9,,31.9,,58.1,,61.1,,38.4,,52,,55.5,,33.4,,53.8,,58.7,,18.7,
Nueva Vizcaya,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEM,,IRRIGATED,,NON-IRRIGATED,
,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 60),,(n = 47),,(n = 13),,(n = 60),,(n = 55),,(n = 2),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Harvest (bagb/ha),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129.1,83.9,124.5,70.5,146.1,114.2,153.6,61.1,156.3,60.4,77.5,29.7
,(Percentage share of harvest),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Landlord's share,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,6.1,,5.5,,8,,4.6,,4.7,,-,
Harvester's sharec,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,1.1,,1.4,,-,,1.4,,1.5,,-,
Thresher's share,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,6.3,,6.4,,6.2,,4.6,,4.6,,4.8,
Combine harvester's share,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,1.6,,1.5,,1.7,,3.4,,3.2,,13.2,
