Philippines,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
,(n = 57),,(n = 42),,(n = 15),,(n = 30),,(n = 28),,(n = 2),,(n = 60),,(n = 57),,(n = 3),,(n = 33),,(n = 33),,(n = 0),,(n = 60),,(n = 48),,(n = 12),,(n = 37),,(n = 37),,(n = 0),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,(averages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herbicide (kg or L AIb/ha),0.06,0.18,0.05,0.15,0.06,0.24,0.01,0.06,0.01,0.06,0,0,0.01,0.03,0.01,0.03,0,0,0,0,0,0,,,0.06,0.16,0.04,0.12,0.14,0.28,0.09,0.34,0.09,0.34,,
Insecticide (kg or L AI/ha),0.06,0.13,0.07,0.14,0.03,0.06,0.11,0.48,0.12,0.5,0.01,0.01,0.12,0.28,0.12,0.29,0.12,0.17,0.05,0.15,0.05,0.15,,,0.11,0.23,0.08,0.17,0.19,0.37,0.16,0.22,0.16,0.22,,
Fungicide (kg or L AI/ha),0,0.03,0.01,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.02,0.12,0.02,0.13,0.01,0.03,0.15,0.48,0.15,0.48,,
Other pesticides (kg or L AI/ha),0,0.03,0.01,0.03,0,0,0,0.03,0.01,0.03,0,0,0.08,0.19,0.06,0.16,0.47,0.2,0.04,0.1,0.04,0.1,,,0.27,0.63,0.32,0.69,0.03,0.1,0.23,0.24,0.23,0.24,,
Pangasinan,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 147),,(n = 96),,(n = 51),,(n = 73),,(n = 73),,(n = 0),,(n = 149),,(n = 120),,(n = 29),,(n = 89),,(n = 87),,(n = 2),,(n = 151),,(n = 104),,(n = 47),,(n = 113),,(n = 113),,(n = 0),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,(averages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herbicide (kg or L AIb/ha),0.26,0.4,0.29,0.42,0.2,0.35,0.16,0.26,0.16,0.26,,,0.15,0.27,0.16,0.27,0.14,0.25,0.12,0.28,0.11,0.28,0.29,0.41,0.36,0.5,0.33,0.4,0.41,0.68,0.24,0.36,0.24,0.36,,
Insecticide (kg or L AI/ha),0.1,0.17,0.13,0.19,0.05,0.11,0.14,0.26,0.14,0.26,,,0.23,0.43,0.23,0.31,0.26,0.76,0.12,0.21,0.11,0.21,0.15,0.21,0.12,0.19,0.13,0.2,0.1,0.18,0.17,0.21,0.17,0.21,,
Fungicide (kg or L AI/ha),0.01,0.09,0.02,0.11,0,0,0.06,0.26,0.06,0.26,,,0.17,0.81,0.12,0.6,0.37,1.38,0,0.02,0,0.02,0,0,0.03,0.11,0.02,0.08,0.05,0.14,0.06,0.19,0.06,0.19,,
Other pesticides (kg or L AI/ha),0.01,0.05,0.02,0.07,0,0.02,0.06,0.28,0.06,0.28,,,0.35,0.72,0.41,0.78,0.08,0.2,0.59,1.38,0.61,1.4,0.08,0.11,0.39,0.94,0.42,1.02,0.31,0.74,0.16,0.16,0.16,0.16,,
Apayao,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 60),,(n = 47),,(n = 13),,(n = 60),,(n = 56),,(n = 4),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,(averages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herbicide (kg or L AIb/ha),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.25,0.46,0.22,0.34,0.36,0.76,0.31,0.41,0.32,0.42,0.12,0.25
Insecticide (kg or L AI/ha),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.23,0.42,0.22,0.38,0.27,0.54,0.19,0.38,0.2,0.39,0.09,0.03
Fungicide (kg or L AI/ha),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.09,0.31,0.12,0.35,0,0,0.08,0.24,0.09,0.25,0,0
Other pesticides (kg or L AI/ha),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.44,0.5,0.48,0.53,0.31,0.3,0.4,0.36,0.38,0.35,0.55,0.44
Kalinga,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 60),,(n = 47),,(n = 13),,(n = 58),,(n = 52),,(n = 6),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,(averages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herbicide (kg or L AIb/ha),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.17,0.24,0.18,0.25,0.13,0.19,0.25,0.32,0.27,0.33,0.05,0.12
Insecticide (kg or L AI/ha),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.17,0.26,0.16,0.24,0.19,0.34,0.29,0.33,0.31,0.34,0.11,0.11
Fungicide (kg or L AI/ha),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.08,0.31,0.09,0.35,0.03,0.1,0.12,0.29,0.13,0.31,0,0
Other pesticides (kg or L AI/ha),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.27,0.33,0.27,0.32,0.3,0.39,0.24,0.17,0.23,0.16,0.24,0.31
Cagayan,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 114),,(n = 87),,(n = 27),,(n = 109),,(n = 77),,(n = 32),,(n = 112),,(n = 88),,(n = 24),,(n = 112),,(n = 88),,(n = 24),,(n = 112),,(n = 82),,(n = 30),,(n = 115),,(n = 100),,(n = 15),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,(averages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herbicide (kg or L AIb/ha),0.1,0.16,0.12,0.17,0.04,0.1,0.12,0.24,0.14,0.26,0.06,0.13,0.21,0.38,0.21,0.4,0.18,0.3,0.16,0.21,0.17,0.22,0.11,0.19,0.18,0.28,0.2,0.31,0.14,0.19,0.2,0.36,0.22,0.38,0.04,0.08
Insecticide (kg or L AI/ha),0.06,0.14,0.08,0.16,0.03,0.02,0.05,0.14,0.05,0.16,0.04,0.07,0.09,0.2,0.06,0.11,0.19,0.36,0.11,0.18,0.1,0.17,0.15,0.24,0.14,0.34,0.15,0.39,0.13,0.16,0.14,0.3,0.14,0.3,0.12,0.28
Fungicide (kg or L AI/ha),0.01,0.05,0.01,0.06,0,0,0,0,0,0,0,0,0,0.02,0,0,0.01,0.04,0.02,0.08,0.02,0.09,0.01,0.06,0.01,0.08,0.02,0.09,0,0,0.03,0.14,0.04,0.15,0.01,0.03
Other pesticides (kg or L AI/ha),0.13,0.16,0.12,0.14,0.16,0.2,0.06,0.13,0.07,0.14,0.05,0.1,0.41,0.35,0.41,0.37,0.42,0.28,0.31,0.46,0.26,0.22,0.48,0.88,0.25,0.34,0.25,0.34,0.26,0.33,0.3,0.17,0.3,0.17,0.31,0.2
Isabela,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 89),,(n = 74),,(n = 15),,(n = 89),,(n = 75),,(n = 14),,(n = 114),,(n = 90),,(n = 24),,(n = 115),,(n = 90),,(n = 25),,(n = 112),,(n = 94),,(n = 18),,(n = 116),,(n = 104),,(n = 12),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,(averages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herbicide (kg or L AIb/ha),0.4,0.32,0.41,0.31,0.33,0.36,0.38,0.41,0.38,0.4,0.36,0.44,0.39,0.38,0.38,0.39,0.45,0.37,0.36,0.38,0.39,0.39,0.28,0.35,0.37,0.5,0.32,0.32,0.64,0.98,0.45,0.38,0.45,0.36,0.4,0.59
Insecticide (kg or L AI/ha),0.24,0.42,0.25,0.45,0.15,0.19,0.11,0.3,0.12,0.33,0.09,0.11,0.15,0.26,0.16,0.28,0.13,0.18,0.14,0.19,0.15,0.2,0.11,0.17,0.13,0.23,0.13,0.25,0.16,0.17,0.17,0.25,0.18,0.26,0.05,0.05
Fungicide (kg or L AI/ha),0.09,0.29,0.11,0.31,0,0,0.08,0.27,0.09,0.29,0.03,0.11,0.08,0.21,0.11,0.23,0,0,0.04,0.13,0.05,0.14,0,0,0.12,0.28,0.1,0.23,0.22,0.47,0.12,0.38,0.13,0.4,0,0
Other pesticides (kg or L AI/ha),0.43,0.89,0.46,0.96,0.27,0.27,0.12,0.29,0.12,0.31,0.11,0.18,0.33,0.4,0.33,0.41,0.32,0.38,0.3,0.42,0.34,0.46,0.18,0.13,0.32,0.42,0.34,0.43,0.25,0.32,0.26,0.19,0.28,0.19,0.12,0.12
Nueva Vizcaya,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 60),,(n = 47),,(n = 13),,(n = 57),,(n = 55),,(n = 2),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,(averages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herbicide (kg or L AIb/ha),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.27,0.35,0.3,0.37,0.15,0.24,0.28,0.43,0.29,0.43,0.15,0.22
Insecticide (kg or L AI/ha),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.16,0.26,0.13,0.21,0.26,0.41,0.13,0.28,0.13,0.28,0.01,0.01
Fungicide (kg or L AI/ha),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.02,0.08,0.03,0.08,0.02,0.08,0.03,0.09,0.03,0.08,0.19,0.27
Other pesticides (kg or L AI/ha),0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.43,0.78,0.49,0.86,0.21,0.16,0.19,0.16,0.19,0.17,0.23,0.01
Aurora,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 57),,(n = 55),,(n = 2),,(n = 50),,(n = 49),,(n = 1),,(n = 59),,(n = 55),,(n = 4),,(n = 55),,(n = 53),,(n = 2),,(n = 60),,(n = 57),,(n = 3),,(n = 59),,(n = 59),,(n = 0),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,(averages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herbicide (kg or L AIb/ha),0.34,0.36,0.34,0.37,0.25,0.35,0.29,0.36,0.29,0.36,0,,0.43,0.39,0.41,0.38,0.8,0.33,0.55,0.7,0.56,0.71,0.39,0.07,0.51,0.44,0.5,0.44,0.73,0.47,0.46,0.38,0.46,0.38,,
Insecticide (kg or L AI/ha),0.19,0.3,0.2,0.31,0.07,0.03,0.14,0.24,0.14,0.25,0.2,,0.38,0.6,0.39,0.62,0.26,0.21,0.7,0.94,0.72,0.95,0.2,0.17,0.3,0.48,0.3,0.49,0.19,0.12,0.29,0.39,0.29,0.39,,
Fungicide (kg or L AI/ha),0.03,0.1,0.03,0.1,0,0,0.01,0.03,0.01,0.03,0,,0.53,0.85,0.51,0.85,0.9,0.83,0.19,0.91,0.2,0.93,0,0,0.09,0.33,0.1,0.34,0,0,0.04,0.21,0.04,0.21,,
Other pesticides (kg or L AI/ha),0.02,0.06,0.02,0.06,0,0,0.03,0.07,0.03,0.07,0,,0.08,0.21,0.08,0.22,0.04,0.04,0.1,0.2,0.1,0.21,0.06,0.01,0.21,0.48,0.22,0.5,0.09,0.02,0.16,0.12,0.16,0.12,,
Bulacan,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 77),,(n = 35),,(n = 39),,(n = 29),,(n = 29),,(n = 0),,(n = 79),,(n = 38),,(n = 41),,(n = 37),,(n = 37),,(n = 0),,(n = 81),,(n = 44),,(n = 37),,(n = 48),,(n = 43),,(n = 5),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,(averages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herbicide (kg or L AIb/ha),0.32,0.4,0.38,0.46,0.28,0.35,0.4,0.34,0.4,0.34,,,0.23,0.32,0.25,0.31,0.21,0.33,0.25,0.3,0.25,0.3,,,0.29,0.31,0.25,0.27,0.34,0.34,0.27,0.36,0.27,0.37,0.27,0.28
Insecticide (kg or L AI/ha),0.16,0.3,0.14,0.23,0.18,0.37,0.17,0.29,0.17,0.29,,,0.39,0.57,0.48,0.64,0.31,0.48,0.34,0.51,0.34,0.51,,,0.22,0.31,0.25,0.36,0.19,0.25,0.23,0.23,0.23,0.23,0.2,0.27
Fungicide (kg or L AI/ha),0.07,0.34,0.03,0.1,0.04,0.15,0,0,0,0,,,0.1,0.36,0.19,0.49,0.02,0.11,0.06,0.26,0.06,0.26,,,0.05,0.15,0.08,0.17,0.03,0.11,0.1,0.26,0.12,0.27,0,0
Other pesticides (kg or L AI/ha),0.1,0.44,0.19,0.64,0.03,0.1,0.94,2.32,0.94,2.32,,,0.15,0.25,0.15,0.24,0.15,0.26,0.89,3.05,0.89,3.05,,,0.28,0.64,0.39,0.82,0.14,0.26,0.38,0.48,0.39,0.49,0.24,0.29
Nueva Ecija,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 110),,(n = 96),,(n = 13),,(n = 77),,(n = 76),,(n = 1),,(n = 148),,(n = 141),,(n = 7),,(n = 123),,(n = 123),,(n = 0),,(n = 150),,(n = 114),,(n = 36),,(n = 129),,(n = 129),,(n = 0),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,(averages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herbicide (kg or L AIb/ha),0.27,0.31,0.27,0.31,0.21,0.3,0.36,0.38,0.36,0.38,0.35,,0.38,0.49,0.38,0.49,0.3,0.27,0.46,0.71,0.46,0.71,,,0.29,0.49,0.26,0.29,0.39,0.87,0.29,0.33,0.29,0.33,,
Insecticide (kg or L AI/ha),0.14,0.22,0.14,0.23,0.15,0.2,0.18,0.24,0.18,0.24,0,,0.28,0.52,0.28,0.53,0.25,0.45,0.22,0.3,0.22,0.3,,,0.16,0.26,0.18,0.29,0.11,0.14,0.23,0.32,0.23,0.32,,
Fungicide (kg or L AI/ha),0.03,0.11,0.03,0.12,0,0,0,0.03,0,0.03,0,,0.03,0.15,0.02,0.1,0.27,0.54,0.04,0.19,0.04,0.19,,,0.02,0.07,0.02,0.08,0.01,0.05,0.01,0.06,0.01,0.06,,
Other pesticides (kg or L AI/ha),0.09,0.25,0.09,0.26,0.07,0.23,0.21,0.48,0.21,0.48,0,,0.35,0.83,0.36,0.84,0.1,0.26,0.62,1.36,0.62,1.36,,,0.41,0.68,0.45,0.72,0.3,0.49,0.28,0.37,0.28,0.37,,
Pampanga,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Items,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 56),,(n = 49),,(n = 7),,(n = 41),,(n = 41),,(n = 0),,(n = 49),,(n = 49),,(n = 0),,(n = 50),,(n = 50),,(n = 0),,(n = 57),,(n = 45),,(n = 12),,(n = 56),,(n = 56),,(n = 0),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,(averages),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
