Ilocos Norte,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Frequency of molluscicide application,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 57),(n = 42),(n = 15),(n = 56),(n = 54),(n = 2),(n = 60),(n = 57),(n = 3),(n = 33),(n = 33),(n = 0),(n = 60),(n = 48),(n = 12),(n = 37),(n = 37),(n = 0)
,(Percent of farmers),,,,,,,,,,,,,,,,,
Seedbed*,,,,,,,,,,,,,,,,,,
     once,0,0,0,0,0,0,0,0,0,0,0,0,15,16,0,0,0,0
     did not apply,100,100,0,100,100,0,100,100,100,100,100,0,85,84,100,100,100,0
Pre-establishment,,,,,,,,,,,,,,,,,,
     once,..,..,..,50,50,0,0,0,0,0,0,0,10,11,0,10,16,0
     did not apply,..,..,..,50,50,0,100,100,100,100,100,0,90,89,100,90,84,0
Standing,,,,,,,,,,,,,,,,,,
     once,100,100,0,50,50,0,28,25,100,21,21,0,80,79,100,37,59,0
     twice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,2.7,0
     did not apply,0,0,0,50,50,0,72,75,0,79,79,0,20,21,0,62,38,0
Pangasinan,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Frequency of molluscicide application,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 147),(n = 96),(n = 51),(n = 147),(n = 147),(n = 0),(n = 149),(n = 120),(n = 29),(n = 89),(n = 87),(n = 2),(n = 151),(n = 104),(n = 47),(n = 113),(n = 113),(n = 0)
,(Percent of farmers),,,,,,,,,,,,,,,,,
Seedbed*,,,,,,,,,,,,,,,,,,
     once,0,0,0,12,12,0,4,5,0,0,0,0,10,11,10,27,27,0
     twice,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3,0,0,0,0
     did not apply,100,100,100,88,88,0,96,95,100,100,100,0,89,88,90,73,73,0
Pre-establishment,,,,,,,,,,,,,,,,,,
     once,..,..,..,19,19,0,6,8,0,1,0,50,10,10,8,6,8,0
     twice,..,..,..,0,0,0,0,0,0,0,0,0,1,0,3.8,0,0,0
     did not apply,..,..,..,81,81,0,94,93,100,99,100,50,89,90,88,94,92,0
Standing,,,,,,,,,,,,,,,,,,
     once,88,87,100,90,90,0,40,44,24,39,40,0,75,75,73,50,66,0
     twice,13,13,0,0,0,0,6,8,0,13,14,0,16,16,15,11,14,0
     thrice,0,0,0,5,5,0,1,2,0,2,2,0,1,1,0,1,2,0
     4 times,0,0,0,0,0,0,0,0,0,1.1,1.1,0,0,0,0,0,0,0
     5 times,0,0,0,0,0,0,0.7,0.8,0,0,0,0,0,0,0,0,0,0
     7 times,0,0,0,0,0,0,0.7,0.8,0,0,0,0,0,0,0,0,0,0
     did not apply,0,0,0,5,5,0,51,45,76,44,43,100,9,8,12,38,18,0
Apayao,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Frequency of molluscicide application,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 60),(n = 47),(n = 13),(n = 60),(n = 56),(n = 4)
,(Percent of farmers),,,,,,,,,,,,,,,,,
Seedbed*,,,,,,,,,,,,,,,,,,
     once,..,..,..,0,0,0,0,0,0,0,0,0,19,22,8,10,7,50
     twice,..,..,..,0,0,0,0,0,0,0,0,0,3,2,8,0,0,0
     did not apply,..,..,..,0,0,0,0,0,0,0,0,0,78,76,85,90,93,50
Pre-establishment,,,,,,,,,,,,,,,,,,
     once,..,..,..,0,0,0,0,0,0,0,0,0,34,35,31,25,27,0
     twice,..,..,..,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0
     did not apply,..,..,..,0,0,0,0,0,0,0,0,0,64,65,62,75,73,100
Standing,,,,,,,,,,,,,,,,,,
     once,..,..,..,0,0,0,0,0,0,0,0,0,61,61,62,53,54,50
     twice,..,..,..,0,0,0,0,0,0,0,0,0,8,11,0,7,5,25
     did not apply,..,..,..,0,0,0,0,0,0,0,0,0,31,28,38,40,41,25
Kalinga,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Frequency of molluscicide application,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 60),(n = 47),(n = 13),(n = 58),(n = 52),(n = 6)
,(Percent of farmers),,,,,,,,,,,,,,,,,
Seedbed*,,,,,,,,,,,,,,,,,,
     once,..,..,..,0,0,0,0,0,0,0,0,0,42,45,30,59,63,33
     twice,..,..,..,0,0,0,0,0,0,0,0,0,9,9,10,7,9,0
     did not apply,..,..,..,0,0,0,0,0,0,0,0,0,49,45,60,34,29,67
Pre-establishment,,,,,,,,,,,,,,,,,,
     once,..,..,..,0,0,0,0,0,0,0,0,0,22,23,18,25,27,17
     twice,..,..,..,0,0,0,0,0,0,0,0,0,2,2.5,0,0,0,0
     did not apply,..,..,..,0,0,0,0,0,0,0,0,0,76,75,82,75,73,83
Standing,,,,,,,,,,,,,,,,,,
     once,..,..,..,0,0,0,0,0,0,0,0,0,53,60,27,75,79,67
     twice,..,..,..,0,0,0,0,0,0,0,0,0,27,20,55,7,6,17
     thrice,0,0,0,0,0,0,0,0,0,0,0,0,2,2.5,0,0,0,0
     4 times,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0
     did not apply,..,..,..,0,0,0,0,0,0,0,0,0,14,15,9,18,15,17
Cagayan,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Frequency of molluscicide application,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 114),(n = 87),(n = 27),(n = 114),(n = 82),(n = 32),(n = 112),(n = 88),(n = 24),(n = 112),(n = 88),(n = 24),(n = 112),(n = 82),(n = 30),(n = 115),(n = 100),(n = 15)
,(Percent of farmers),,,,,,,,,,,,,,,,,
Seedbed*,,,,,,,,,,,,,,,,,,
     once,14,18,0,6,8,0,32,38,13,42,41,46,61,61,58,62,64,53
     twice,0,0,0,0,0,0,0,0,0,0,0,0,9,6,21,10,10,7
     did not apply,86,82,100,94,92,100,68,62,88,58,59,54,29,33,21,29,26,40
Pre-establishment,,,,,,,,,,,,,,,,,,
     once,..,..,..,62,66,47,60,63,50,63,68,42,55,57,46,59,60,60
     twice,..,..,..,2.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
     thrice,0,0,0,0,0,0,0,0,0,0,0,0,1,1.4,0,0,0,0
     did not apply,..,..,..,36,31,53,40,38,50,38,32,58,44,42,54,41,40,40
Standing,,,,,,,,,,,,,,,,,,
     once,86,84,95,49,46,58,45,40,63,38,34,54,45,49,38,40,41,33
     twice,13,15,5,0,0,0,3,1,8,4,5,4,12,10,21,8,7,13
     thrice,1,2,0,1,1,0,0,0,0,1,0,4,1,1,0,2,2,0
     8 times,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1,0
     did not apply,0,0,0,50,52,42,53,59,29,56,61,38,41,40,42,50,49,53
Isabela,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Frequency of molluscicide application,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 89),(n = 74),(n = 15),(n = 89),(n = 75),(n = 14),(n = 114),(n = 90),(n = 24),(n = 115),(n = 90),(n = 25),(n = 112),(n = 94),(n = 18),(n = 116),(n = 104),(n = 12)
,(Percent of farmers),,,,,,,,,,,,,,,,,
Seedbed*,,,,,,,,,,,,,,,,,,
     once,77,84,33,40,40,38,22,25,10,40,48,11,59,60,55,61,64,33
     twice,2,3,0,3,4,0,4,4,5,1,1,0,3,4,0,7,8,0
     did not apply,21,14,67,56,56,62,74,71,85,59,51,89,38,36,45,32,28,67
Pre-establishment,,,,,,,,,,,,,,,,,,
     once,..,..,..,44,45,40,28,34,4,42,51,8,39,44,13,44,47,17
     twice,..,..,..,1.4,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0
     did not apply,..,..,..,54,53,60,72,66,96,58,49,92,61,56,87,56,53,83
Standing,,,,,,,,,,,,,,,,,,
     once,67,66,71,53,55,40,56,53,67,61,63,52,59,56,73,55,55,58
     twice,22,26,7,10,10,10,11,13,0,12,11,16,18,18,20,12,13,8
     thrice,7,4,21,4,2,20,4,3,4,1,0,4,1,1,0,0,0,0
     4 times,1,2,0,0,0,0,1,1,0,0,0,0,1,0,7,0,0,0
     5 times,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
     did not apply,0,1,0,32,32,30,29,29,29,26,26,28,21,25,0,33,33,33
Nueva Vizcaya,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Frequency of molluscicide application,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 60),(n = 47),(n = 13),(n = 57),(n = 55),(n = 2)
,(Percent of farmers),,,,,,,,,,,,,,,,,
Seedbed*,,,,,,,,,,,,,,,,,,
     once,..,..,..,0,0,0,0,0,0,0,0,0,44,44,45,25,25,0
     twice,..,..,..,0,0,0,0,0,0,0,0,0,1.9,2.3,0,0,0,0
     did not apply,..,..,..,0,0,0,0,0,0,0,0,0,54,53,55,75,75,100
Pre-establishment,,,,,,,,,,,,,,,,,,
     once,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0
     did not apply,..,..,..,0,0,0,0,0,0,0,0,0,100,100,100,95,95,100
Standing,,,,,,,,,,,,,,,,,,
     once,..,..,..,0,0,0,0,0,0,0,0,0,61,65,45,63,67,50
     twice,..,..,..,0,0,0,0,0,0,0,0,0,35,33,45,15,15,50
     thrice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,1.8,0
     9 times,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,1.8,0
     did not apply,..,..,..,0,0,0,0,0,0,0,0,0,4,2,9,18,15,0
Aurora,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Frequency of molluscicide application,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 57),(n = 55),(n = 2),(n = 58),(n = 57),(n = 1),(n = 59),(n = 55),(n = 4),(n = 55),(n = 53),(n = 2),(n = 60),(n = 57),(n = 3),(n = 59),(n = 59),(n = 0)
,(Percent of farmers),,,,,,,,,,,,,,,,,
Seedbed*,,,,,,,,,,,,,,,,,,
     once,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0
     did not apply,100,100,0,100,100,0,100,100,0,100,100,0,0,0,0,0,0,0
Pre-establishment,,,,,,,,,,,,,,,,,,
     once,..,..,..,7,7,0,10,11,0,16,17,0,19,20,0,33,34,0
     did not apply,..,..,..,93,93,0,90,89,100,84,83,100,81,80,100,67,66,0
Standing,,,,,,,,,,,,,,,,,,
     once,75,75,0,71,71,0,22,20,50,44,42,100,46,44,67,60,61,0
     twice,13,13,0,21,21,0,3,4,0,5,6,0,33,33,33,10,10,0
     thrice,13,13,0,0,0,0,0,0,0,2,2,0,2,2,0,2,2,0
     4 times,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1.9,0,0,0,0
     did not apply,0,0,0,7,7,0,75,76,50,49,51,0,18,19,0,28,27,0
Bulacan,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Frequency of molluscicide application,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 74),(n = 35),(n = 39),(n = 75),(n = 75),(n = 0),(n = 79),(n = 38),(n = 41),(n = 37),(n = 37),(n = 0),(n = 81),(n = 44),(n = 37),(n = 49),(n = 44),(n = 5)
,(Percent of farmers),,,,,,,,,,,,,,,,,
Seedbed*,,,,,,,,,,,,,,,,,,
     once,33,75,0,0,0,0,1,3,0,6,6,0,34,54,0,9,11,0
     twice,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,4,0,0
     did not apply,67,25,100,100,100,0,99,97,100,94,94,0,64,46,94,87,89,0
Pre-establishment,,,,,,,,,,,,,,,,,,
     once,..,..,..,22,22,0,15,18,12,19,19,0,26,33,15,15,26,20
     did not apply,..,..,..,78,78,0,85,82,88,81,81,0,74,67,85,85,74,80
Standing,,,,,,,,,,,,,,,,,,
     once,62,19,100,44,44,0,37,34,39,32,32,0,61,53,75,34,53,40
     twice,35,75,0,39,39,0,3,3,2,8,8,0,16,17,15,7,14,0
     thrice,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,2,0
     did not apply,3,6,0,17,17,0,61,63,59,57,57,0,23,31,10,57,30,60
Nueva Ecija,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Frequency of molluscicide application,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 109),(n = 96),(n = 13),(n = 110),(n = 109),(n = 1),(n = 148),(n = 141),(n = 7),(n = 123),(n = 123),(n = 0),(n = 150),(n = 114),(n = 36),(n = 129),(n = 129),(n = 0)
,(Percent of farmers),,,,,,,,,,,,,,,,,
Seedbed*,,,,,,,,,,,,,,,,,,
     once,11,13,0,0,0,0,14,15,0,20,20,0,36,41,12,21,21,0
     twice,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
     did not apply,83,81,100,100,100,0,86,85,100,80,80,0,64,59,88,75,75,0
Pre-establishment,,,,,,,,,,,,,,,,,,
     once,..,..,..,2,2,0,7,7,0,21,21,0,7,7,5,10,12,0
     twice,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.8,0
     did not apply,..,..,..,98,98,0,93,93,100,79,79,0,93,93,95,89,88,0
Standing,,,,,,,,,,,,,,,,,,
     once,69,66,100,91,91,0,53,55,14,54,54,0,86,87,81,62,73,0
     twice,24,27,0,9,9,0,10,11,0,11,11,0,9,7,14,3,4,0
     thrice,0,0,0,0,0,0,2,2,0,3,3,0,0,0,0,0,0,0
     4 times,0,0,0,0,0,0,0,0,0,0.8,0.8,0,0,0,0,0,0,0
     did not apply,6,7,0,0,0,0,35,33,86,31,31,0,5,5,5,34,23,0
Pampanga,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Frequency of molluscicide application,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 56),(n = 49),(n = 7),(n = 56),(n = 56),(n = 0),(n = 49),(n = 49),(n = 0),(n = 50),(n = 50),(n = 0),(n = 57),(n = 45),(n = 12),(n = 56),(n = 56),(n = 0)
,(Percent of farmers),,,,,,,,,,,,,,,,,
Seedbed*,,,,,,,,,,,,,,,,,,
     did not apply,100,100,0,100,100,0,100,100,0,100,100,0,100,100,100,100,100,0
Pre-establishment,,,,,,,,,,,,,,,,,,
     once,..,..,..,50,50,0,2,2,0,2,2,0,0,0,0,7,7,0
     did not apply,..,..,..,50,50,0,98,98,0,98,98,0,100,100,100,93,93,0
Standing,,,,,,,,,,,,,,,,,,
     once,100,100,0,50,50,0,22,22,0,12,12,0,83,81,86,48,52,0
     twice,0,0,0,0,0,0,8,8,0,2,2,0,14,15,14,7,7,0
     thrice,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0
     did not apply,0,0,0,50,50,0,69,69,0,86,86,0,0,0,0,45,41,0
Tarlac,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Frequency of molluscicide application,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 76),(n = 57),(n = 19),(n = 73),(n = 73),(n = 0),(n = 86),(n = 77),(n = 9),(n = 45),(n = 45),(n = 0),(n = 86),(n = 55),(n = 31),(n = 52),(n = 50),(n = 2)
,(Percent of farmers),,,,,,,,,,,,,,,,,
Seedbed*,,,,,,,,,,,,,,,,,,
     once,0,0,0,0,0,0,3,1,14,0,0,0,19,19,17,11,11,0
     twice,0,0,0,0,0,0,0,0,0,0,0,0,2.7,3.2,0,0,0,0
     did not apply,100,100,0,0,0,0,97,99,86,100,100,0,78,77,83,89,89,0
Pre-establishment,,,,,,,,,,,,,,,,,,
     once,..,..,..,0,0,0,0,0,0,2,2,0,2,3,0,3,6,0
     did not apply,..,..,..,0,0,0,100,100,100,98,98,0,98,97,100,97,94,100
Standing,,,,,,,,,,,,,,,,,,
     once,100,100,0,0,0,0,23,25,11,18,18,0,88,85,100,29,50,0
     twice,0,0,0,0,0,0,7,8,0,0,0,0,12,15,0,3,6,0
     did not apply,0,0,0,0,0,0,70,68,89,82,82,0,0,0,0,67,44,100
Laguna,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Frequency of molluscicide application,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 56),(n = 38),(n = 18),(n = 54),(n = 45),(n = 9),(n = 59),(n = 59),(n = 0),(n = 57),(n = 56),(n = 1),(n = 51),(n = 43),(n = 8),(n = 57),(n = 46),(n = 11)
,(Percent of farmers),,,,,,,,,,,,,,,,,
Seedbed*,,,,,,,,,,,,,,,,,,
     once,0,0,0,71,71,0,0,0,0,0,0,0,3,4,0,9,11,0
     did not apply,100,100,100,29,29,0,100,100,0,100,100,100,97,96,100,91,89,100
Pre-establishment,,,,,,,,,,,,,,,,,,
     once,..,..,..,11,11,0,15,15,0,35,36,0,50,50,0,30,35,18
     did not apply,..,..,..,89,89,0,85,85,0,65,64,100,50,50,100,70,65,82
Standing,,,,,,,,,,,,,,,,,,
     once,100,100,100,58,58,0,32,32,0,37,36,100,47,46,100,40,50,9
     twice,0,0,0,0,0,0,2,2,0,0,0,0,13,14,0,3,4,0
     thrice,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0
     did not apply,0,0,0,42,42,0,66,66,0,63,64,0,37,36,0,57,46,91
Quezon,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Frequency of molluscicide application,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 52),(n = 39),(n = 13),(n = 52),(n = 32),(n = 20),(n = 60),(n = 34),(n = 26),(n = 59),(n = 29),(n = 30),(n = 52),(n = 38),(n = 14),(n = 58),(n = 38),(n = 20)
,(Percent of farmers),,,,,,,,,,,,,,,,,
Seedbed*,,,,,,,,,,,,,,,,,,
     once,38,39,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0
     did not apply,63,61,100,100,100,100,100,100,100,100,100,100,93,91,100,100,100,100
Pre-establishment,,,,,,,,,,,,,,,,,,
     once,..,..,..,31,32,29,10,15,4,22,28,17,55,62,20,32,39,20
     twice,..,..,..,2,3,0,0,0,0,3,7,0,0,0,0,0,0,0
     did not apply,..,..,..,67,65,71,90,85,96,75,66,83,45,38,80,68,61,80
Standing,,,,,,,,,,,,,,,,,,
