Non-irrigated ecosystem,2704,1277,1847,1009,2930,1221,2590,867,2908,1552,2433,943
Negros Occidental,Jul-Dec 2006 harvest,,Jan-Jun 2007 harvest,,Jul-Dec 2011 harvest,,Jan-Jun 2012 harvest,,Jul-Dec 2016 harvest,,Jan-Jun 2017 harvest,
,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
All ecosystems,,,,,,,,,,,,
Irrigated ecosystem,,,,,,,,,,,,
Non-irrigated ecosystem,,,,,,,,,,,,
Bohol,Jul-Dec 2006 harvest,,Jan-Jun 2007 harvest,,Jul-Dec 2011 harvest,,Jan-Jun 2012 harvest,,Jul-Dec 2016 harvest,,Jan-Jun 2017 harvest,
,(n = 75),,(n = 41),,(n = 81),,(n = 86),,(n = 65),,(n = 78),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
All ecosystems,2022,1140,2204,1283,2311,1191,2577,965,1650,1425,2253,2235
Irrigated ecosystem,3135,1232,2946,969,3072,1056,3569,652,2491,1121,2434,1162
Non-irrigated ecosystem,1561,705,917,482,1788,984,1989,545,1978,1270,2513,2669
Leyte,Jul-Dec 2006 harvest,,Jan-Jun 2007 harvest,,Jul-Dec 2011 harvest,,Jan-Jun 2012 harvest,,Jul-Dec 2016 harvest,,Jan-Jun 2017 harvest,
,(n = 79),,(n = 78),,(n = 84),,(n = 83),,(n = 78),,(n = 77),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
All ecosystems,3113,871,2971,910,2860,1147,3077,1180,2838,1558,2598,1499
Irrigated ecosystem,3206,961,3241,842,3067,1155,3260,1098,3167,1368,2872,1306
Non-irrigated ecosystem,2935,645,2364,761,1910,377,2178,1196,2940,1117,3099,1059
Northern Samar,Jul-Dec 2006 harvest,,Jan-Jun 2007 harvest,,Jul-Dec 2011 harvest,,Jan-Jun 2012 harvest,,Jul-Dec 2016 harvest,,Jan-Jun 2017 harvest,
,(n = 50),,(n = 50),,(n = 45),,(n = 59),,(n = 30),,(n = 58),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
All ecosystems,2188,840,2162,593,2476,990,2273,617,1353,1964,3005,8133
Irrigated ecosystem,2734,468,2674,457,3165,412,2860,281,3061,2148,2462,1482
Non-irrigated ecosystem,1595,749,1898,471,1443,629,1777,302,2092,1679,3493,10767
Western Samar,Jul-Dec 2006 harvest,,Jan-Jun 2007 harvest,,Jul-Dec 2011 harvest,,Jan-Jun 2012 harvest,,Jul-Dec 2016 harvest,,Jan-Jun 2017 harvest,
,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 59),,(n = 60),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
All ecosystems,,,,,,,,,2174,1195,2360,1625
Irrigated ecosystem,,,,,,,,,2119,852,2374,1029
Non-irrigated ecosystem,,,,,,,,,2326,1491,2337,2273
Zamboanga del Norte,Jul-Dec 2006 harvest,,Jan-Jun 2007 harvest,,Jul-Dec 2011 harvest,,Jan-Jun 2012 harvest,,Jul-Dec 2016 harvest,,Jan-Jun 2017 harvest,
,(n = 41),,(n = 31),,(n = 60),,(n = 43),,(n = 59),,(n = 44),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
All ecosystems,3365,1370,3424,1117,3890,1413,3313,1471,4504,3125,2384,2058
Irrigated ecosystem,4142,1353,3962,973,4509,1362,3670,1556,4907,2926,3816,1646
Non-irrigated ecosystem,2756,1057,2771,938,3182,1121,2573,949,4193,3297,2041,1149
Zamboanga del Sur,Jul-Dec 2006 harvest,,Jan-Jun 2007 harvest,,Jul-Dec 2011 harvest,,Jan-Jun 2012 harvest,,Jul-Dec 2016 harvest,,Jan-Jun 2017 harvest,
,(n = 51),,(n = 50),,(n = 60),,(n = 60),,(n = 60),,(n = 59),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
All ecosystems,3836,1320,3596,1249,3983,1044,4403,1186,3978,1981,4300,2022
Irrigated ecosystem,3995,1359,3629,1263,3916,1006,4515,1265,4073,2047,4500,1865
Non-irrigated ecosystem,3321,1078,3449,1244,4181,1163,3903,529,3257,1263,3432,2515
Zamboanga Sibugay,Jul-Dec 2006 harvest,,Jan-Jun 2007 harvest,,Jul-Dec 2011 harvest,,Jan-Jun 2012 harvest,,Jul-Dec 2016 harvest,,Jan-Jun 2017 harvest,
,(n = 22),,(n = 15),,(n = 24),,(n = 25),,(n = 60),,(n = 47),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
All ecosystems,3454,1484,3502,1506,3928,1060,3990,1223,3657,1642,2735,1890
Irrigated ecosystem,3651,936,4857,1946,3950,761,3482,1764,3877,1721,3643,1437
Non-irrigated ecosystem,3410,1598,3164,1255,3917,1205,4151,1009,3101,1308,3397,1349
Bukidnon,Jul-Dec 2006 harvest,,Jan-Jun 2007 harvest,,Jul-Dec 2011 harvest,,Jan-Jun 2012 harvest,,Jul-Dec 2016 harvest,,Jan-Jun 2017 harvest,
,(n = 48),,(n = 32),,(n = 80),,(n = 77),,(n = 78),,(n = 84),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
All ecosystems,3807,1028,3563,1081,3775,1426,3852,1309,2919,2030,3321,2022
Irrigated ecosystem,3992,938,3752,1006,3860,1374,3896,1317,3395,1723,3835,2024
Non-irrigated ecosystem,3528,1152,2745,1094,3336,1658,3328,1189,2629,2323,2175,1205
Davao de Oro,Jul-Dec 2006 harvest,,Jan-Jun 2007 harvest,,Jul-Dec 2011 harvest,,Jan-Jun 2012 harvest,,Jul-Dec 2016 harvest,,Jan-Jun 2017 harvest,
,(n = 12),,(n = 12),,(n = 26),,(n = 25),,(n = 59),,(n = 60),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
All ecosystems,5438,1238,4751,1323,5386,1243,4725,1334,4892,2067,4636,1848
Irrigated ecosystem,5438,1238,4751,1323,5403,1015,4570,1392,5577,2126,5141,1886
Non-irrigated ecosystem,,,,,5293,2376,5346,932,4393,1666,3626,1303
Davao del Norte,Jul-Dec 2006 harvest,,Jan-Jun 2007 harvest,,Jul-Dec 2011 harvest,,Jan-Jun 2012 harvest,,Jul-Dec 2016 harvest,,Jan-Jun 2017 harvest,
,(n = 19),,(n = 19),,(n = 34),,(n = 34),,(n = 57),,(n = 57),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
All ecosystems,4673,1442,5621,2558,5312,1506,4786,1272,3825,1924,3799,2184
Irrigated ecosystem,4673,1442,5621,2558,5312,1506,4786,1272,4417,1637,4109,1590
Non-irrigated ecosystem,,,,,,,,,3526,1802,3858,2555
Davao del Sur,Jul-Dec 2006 harvest,,Jan-Jun 2007 harvest,,Jul-Dec 2011 harvest,,Jan-Jun 2012 harvest,,Jul-Dec 2016 harvest,,Jan-Jun 2017 harvest,
,(n = 32),,(n = 32),,(n = 60),,(n = 60),,(n = 60),,(n = 49),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
All ecosystems,5168,1613,4791,1503,5167,1786,5198,1312,4878,2064,4029,2818
Irrigated ecosystem,5175,1640,4791,1503,5167,1786,5198,1312,4878,2064,4933,2282
Non-irrigated ecosystem,4941,,,,,,,,,,,
Davao Oriental,Jul-Dec 2006 harvest,,Jan-Jun 2007 harvest,,Jul-Dec 2011 harvest,,Jan-Jun 2012 harvest,,Jul-Dec 2016 harvest,,Jan-Jun 2017 harvest,
,(n = 60),,(n = 60),,(n = 60),,(n = 60),,(n = 60),,(n = 60),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
All ecosystems,5487,1251,5149,1002,5399,1404,5457,1283,6036,1899,5828,1810
Irrigated ecosystem,5481,1269,5200,979,5399,1404,5457,1283,6036,1899,5828,1810
Non-irrigated ecosystem,5663,665,3659,185,,,,,,,,
North Cotabato,Jul-Dec 2006 harvest,,Jan-Jun 2007 harvest,,Jul-Dec 2011 harvest,,Jan-Jun 2012 harvest,,Jul-Dec 2016 harvest,,Jan-Jun 2017 harvest,
,(n = 41),,(n = 28),,(n = 84),,(n = 68),,(n = 77),,(n = 79),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
All ecosystems,3675,1428,3824,1498,3583,1390,3895,1478,3009,2297,3257,2456
Irrigated ecosystem,3973,1447,3894,1431,3692,1404,4163,1461,3631,2125,3706,2439
Non-irrigated ecosystem,2863,1044,2486,1107,3326,1349,3204,1320,2640,2171,3255,2202
South Cotabato,Jul-Dec 2006 harvest,,Jan-Jun 2007 harvest,,Jul-Dec 2011 harvest,,Jan-Jun 2012 harvest,,Jul-Dec 2016 harvest,,Jan-Jun 2017 harvest,
,(n = 49),,(n = 25),,(n = 59),,(n = 56),,(n = 58),,(n = 58),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
All ecosystems,4427,1217,4892,1337,4466,1182,4696,1470,3726,2100,4017,2056
Irrigated ecosystem,4430,1165,5012,1223,4631,1092,4854,1376,4052,1938,4521,1970
Non-irrigated ecosystem,4415,1509,2028,,3546,1306,3871,1747,2143,2019,2758,1042
Sultan Kudarat,Jul-Dec 2006 harvest,,Jan-Jun 2007 harvest,,Jul-Dec 2011 harvest,,Jan-Jun 2012 harvest,,Jul-Dec 2016 harvest,,Jan-Jun 2017 harvest,
,(n = 53),,(n = 27),,(n = 58),,(n = 40),,(n = 60),,(n = 55),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
All ecosystems,4501,1769,3258,1450,3612,1984,4319,1803,3524,2148,3279,2257
Irrigated ecosystem,5167,1369,3639,1362,3889,1906,4319,1803,3986,2258,4130,2186
Non-irrigated ecosystem,2454,1205,2413,1517,2816,2052,,,2357,1268,2610,1623
Agusan del Norte,Jul-Dec 2006 harvest,,Jan-Jun 2007 harvest,,Jul-Dec 2011 harvest,,Jan-Jun 2012 harvest,,Jul-Dec 2016 harvest,,Jan-Jun 2017 harvest,
,(n = 25),,(n = 18),,(n = 57),,(n = 51),,(n = 43),,(n = 52),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
All ecosystems,3960,1550,4499,1056,3980,2208,4015,1343,2415,2181,3394,2309
Irrigated ecosystem,4287,1376,4682,993,3901,2137,4488,1276,3775,1766,4059,1950
Non-irrigated ecosystem,3470,1737,4211,1165,4081,2337,3070,921,2032,1463,3594,2204
Agusan del Sur,Jul-Dec 2006 harvest,,Jan-Jun 2007 harvest,,Jul-Dec 2011 harvest,,Jan-Jun 2012 harvest,,Jul-Dec 2016 harvest,,Jan-Jun 2017 harvest,
,(n = 41),,(n = 41),,(n = 54),,(n = 60),,(n = 37),,(n = 58),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
All ecosystems,3666,1324,3874,1482,3328,1547,3769,1395,2119,2066,2770,1731
Irrigated ecosystem,4029,1202,3656,1254,3514,1572,3634,1250,3371,1295,3177,1761
Non-irrigated ecosystem,3037,1327,4181,1749,3011,1488,3924,1553,3558,1948,1972,1018
Lanao Del Sur,Jul-Dec 2006 harvest,,Jan-Jun 2007 harvest,,Jul-Dec 2011 harvest,,Jan-Jun 2012 harvest,,Jul-Dec 2016 harvest,,Jan-Jun 2017 harvest,
,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 39),,(n = 0),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
All ecosystems,,,,,,,,,1556,2010,,
Irrigated ecosystem,,,,,,,,,2790,2734,,
Non-irrigated ecosystem,,,,,,,,,2118,1409,,
Maguindanao,Jul-Dec 2006 harvest,,Jan-Jun 2007 harvest,,Jul-Dec 2011 harvest,,Jan-Jun 2012 harvest,,Jul-Dec 2016 harvest,,Jan-Jun 2017 harvest,
,(n = 37),,(n = 11),,(n = 65),,(n = 34),,(n = 82),,(n = 71),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
All ecosystems,3412,1380,3901,1890,3383,1272,3699,1147,2807,1783,3494,2395
Irrigated ecosystem,3937,1391,3901,1890,3582,1091,3847,1091,3166,1708,4372,2607
Non-irrigated ecosystem,2551,844,,,1739,1549,2167,144,2466,1649,2895,1126
