Philippines,Jul-Dec 2006 harvest,,,,,,,,,Jan-Jun 2007 harvest,,,,,,,,,Jul-Dec 2011 harvest,,,,,,,,,Jan-Jun 2012 harvest,,,,,,,,
May,0,11,0,0,14,0,0,0,0,0,7,0,0,6,0,0,50,0,0,8,0,0,9,0,0,0,0,0,27,0,0,27,0,0,0,0
June,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
July,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
August,0,4,0,0,5,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
September,0,2,28,0,2,36,0,0,7,0,2,25,0,2,24,0,0,50,0,0,30,0,0,32,0,0,0,0,0,39,0,0,39,0,0,0
October,0,0,46,0,0,52,0,0,27,0,0,46,0,0,46,0,0,50,0,0,52,0,0,49,0,0,100,0,0,61,0,0,61,0,0,0
November,0,0,21,0,0,5,0,0,67,0,0,25,0,0,26,0,0,0,0,0,18,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
December,0,0,2,0,0,2,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not applicable**,53,83,3,35,79,5,100,100,0,51,89,0,49,90,0,100,50,0,64,92,0,61,91,0,100,100,0,25,73,0,25,73,0,100,100,100
Pangasinan,Jul-Dec 2006 harvest,,,,,,,,,Jan-Jun 2007 harvest,,,,,,,,,Jul-Dec 2011 harvest,,,,,,,,,Jan-Jun 2012 harvest,,,,,,,,
Harvest Month*,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,
,(n = 147),,,(n = 96),,,(n = 51),,,(n = 146),,,(n = 146),,,(n = 0),,,(n = 151),,,(n = 121),,,(n = 30),,,(n = 89),,,(n = 87),,,(n = 2),,
,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop
,(Percent of farmers),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,6,0,0,9,0,0,0,0,0,10,0,0,10,0,0,0,0,0,3,0,0,4,0,0,0,0,0,7,0,0,7,0,0,0,0,0
February,8,0,0,11,0,0,2,0,0,3,0,0,3,0,0,0,0,0,6,0,0,7,0,0,3,0,0,12,0,0,13,0,0,0,0,0
March,25,0,0,27,0,0,22,0,0,22,0,0,22,0,0,0,0,0,30,1,0,35,1,0,13,0,0,44,0,0,45,0,0,0,0,0
April,15,0,0,22,0,0,2,0,0,10,3,0,10,3,0,0,0,0,17,0,0,16,0,0,20,0,0,28,0,0,26,0,0,100,0,0
May,0,5,0,0,8,0,0,0,0,0,5,0,0,5,0,0,0,0,1,4,0,1,5,0,0,0,0,0,8,0,0,8,0,0,0,0
June,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
July,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50,0
August,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,9,0,0,8,0,0,50,0
September,0,9,12,0,13,16,0,2,6,0,1,10,0,1,10,0,0,0,0,3,9,0,3,12,0,0,0,0,1,11,0,1,11,0,0,0
October,0,0,39,0,0,36,0,0,45,0,0,51,0,0,51,0,0,0,0,0,35,0,0,36,0,0,30,0,0,34,0,0,34,0,0,0
November,0,0,39,0,0,34,0,0,47,0,0,34,0,0,34,0,0,0,0,0,39,0,0,40,0,0,37,0,0,47,0,0,48,0,0,0
December,0,0,10,0,0,14,0,0,2,0,0,4,0,0,4,0,0,0,0,0,11,0,0,12,0,0,7,0,0,8,0,0,6,0,0,100
Not applicable**,46,83,0,31,75,0,74,98,0,55,91,1,55,91,1,100,100,100,43,87,6,37,85,0,64,100,26,9,81,0,9,83,1,0,0,0
Cagayan,Jul-Dec 2006 harvest,,,,,,,,,Jan-Jun 2007 harvest,,,,,,,,,Jul-Dec 2011 harvest,,,,,,,,,Jan-Jun 2012 harvest,,,,,,,,
Harvest Month*,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,
,(n = 114),,,(n = 87),,,(n = 27),,,(n = 114),,,(n = 82),,,(n = 32),,,(n = 116),,,(n = 89),,,(n = 27),,,(n = 112),,,(n = 88),,,(n = 24),,
,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop
,(Percent of farmers),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,1,0,0,0,0,0,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
February,8,0,0,3,0,0,22,0,0,5,0,0,1,0,0,16,0,0,3,0,0,3,0,0,0,0,0,4,0,0,3,0,0,8,0,0
March,36,0,0,37,0,0,33,0,0,30,0,0,20,0,0,56,0,0,58,0,0,51,0,0,81,0,0,31,0,0,32,0,0,29,0,0
April,51,0,0,59,0,0,26,0,0,59,0,0,71,0,0,28,0,0,35,0,0,46,0,0,0,0,0,60,0,0,59,0,0,63,0,0
May,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0
June,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
July,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
August,0,3,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,6,0,0,0,0,0,2,0,0,2,0,0,0,0
September,0,0,11,0,0,9,0,0,19,0,1,10,0,1,12,0,0,3,0,0,22,0,0,24,0,0,15,0,0,28,0,0,31,0,0,17
October,0,1,70,0,1,71,0,0,67,0,0,71,0,0,66,0,0,84,0,0,63,0,0,62,0,0,67,0,0,53,0,0,50,0,0,63
November,0,0,13,0,0,14,0,0,11,0,0,15,0,0,17,0,0,9,0,0,9,0,0,7,0,0,19,0,0,18,0,0,17,0,0,21
December,0,0,2,0,0,2,0,0,0,0,0,3,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Not applicable**,4,96,4,1,96,4,15,100,3,4,94,1,6,93,1,0,100,4,4,96,5,0,94,6,19,100,0,5,94,1,6,92,2,0,100,0
Isabela,Jul-Dec 2006 harvest,,,,,,,,,Jan-Jun 2007 harvest,,,,,,,,,Jul-Dec 2011 harvest,,,,,,,,,Jan-Jun 2012 harvest,,,,,,,,
Harvest Month*,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,
,(n = 89),,,(n = 74),,,(n = 15),,,(n = 89),,,(n = 75),,,(n = 14),,,(n = 116),,,(n = 92),,,(n = 24),,,(n = 115),,,(n = 90),,,(n = 25),,
,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop
,(Percent of farmers),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
February,7,0,0,4,0,0,20,0,0,8,0,0,3,0,0,36,0,0,13,0,0,9,0,0,29,0,0,15,0,0,4,0,0,52,0,0
March,78,0,0,78,0,0,73,0,0,75,0,0,83,0,0,36,0,0,72,0,0,80,0,0,38,0,0,74,0,0,81,0,0,48,0,0
April,13,0,0,16,0,0,0,0,0,12,0,0,15,0,0,0,0,0,16,0,0,11,0,0,33,0,0,11,0,0,14,0,0,0,0,0
May,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
July,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
August,0,6,0,0,5,0,0,7,0,0,4,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
September,0,0,45,0,0,46,0,0,40,0,0,55,0,0,57,0,0,43,0,0,52,0,0,64,0,0,4,0,0,63,0,0,69,0,0,44
October,0,0,44,0,0,45,0,0,40,0,0,40,0,0,37,0,0,57,0,0,38,0,0,32,0,0,63,0,0,36,0,0,30,0,0,56
November,0,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,33,0,0,0,0,0,0,0,0,0
December,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not applicable**,2,90,7,2,90,6,7,93,6,1,96,5,0,95,6,0,100,0,0,99,1,0,99,1,0,100,0,0,99,1,1,99,1,0,100,0
Aurora,Jul-Dec 2006 harvest,,,,,,,,,Jan-Jun 2007 harvest,,,,,,,,,Jul-Dec 2011 harvest,,,,,,,,,Jan-Jun 2012 harvest,,,,,,,,
Harvest Month*,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,
,(n = 57),,,(n = 55),,,(n = 2),,,(n = 58),,,(n = 57),,,(n = 1),,,(n = 60),,,(n = 56),,,(n = 4),,,(n = 55),,,(n = 53),,,(n = 2),,
,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop
,(Percent of farmers),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,4,0,0,4,0,0,0,0,0,10,0,0,11,0,0,0,0,0,5,0,0,5,0,0,0,0,0,9,0,0,9,0,0,0,0,0
February,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,12,0,0,13,0,0,0,0,0,5,0,2,6,0,2,0,0,0
March,9,0,0,9,0,0,0,0,0,17,0,0,18,0,0,0,0,0,12,0,0,11,0,0,25,0,0,5,0,0,6,0,0,0,0,0
April,32,0,0,33,0,0,0,0,0,33,0,0,32,0,0,100,0,0,47,2,0,48,2,0,25,0,0,47,0,0,49,0,0,0,0,0
May,0,18,0,0,18,0,0,0,0,2,21,0,2,21,0,0,0,0,5,17,0,5,14,0,0,50,0,4,16,0,4,17,0,0,0,0
June,0,18,0,0,18,0,0,0,0,0,19,0,0,19,0,0,0,0,0,12,0,0,13,0,0,0,0,0,20,0,0,17,0,0,100,0
July,0,4,0,0,4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,13,0,0,13,0,0,25,0,0,9,0,0,9,0,0,0,0
August,0,21,0,0,20,0,0,50,0,0,19,0,0,19,0,0,0,0,0,23,0,0,23,0,0,25,0,0,24,0,0,25,0,0,0,0
September,0,2,25,0,2,25,0,0,0,0,0,34,0,0,35,0,0,0,0,0,25,0,0,25,0,0,25,0,2,25,0,2,26,0,0,0
October,0,0,21,0,0,20,0,0,50,0,0,31,0,0,32,0,0,0,0,0,23,0,0,23,0,0,25,0,0,25,0,0,23,0,0,100
November,0,0,25,0,0,25,0,0,0,0,0,12,0,0,11,0,0,100,0,0,15,0,0,16,0,0,0,0,0,13,0,0,13,0,0,0
December,0,0,28,0,0,27,0,0,50,0,0,7,0,0,7,0,0,0,0,0,7,0,0,7,0,0,0,0,0,18,0,0,19,0,0,0
Not applicable**,55,37,1,54,38,3,100,50,0,33,39,16,32,39,15,0,100,0,19,33,30,18,35,29,50,0,50,30,29,17,26,30,17,100,0,0
Bulacan,Jul-Dec 2006 harvest,,,,,,,,,Jan-Jun 2007 harvest,,,,,,,,,Jul-Dec 2011 harvest,,,,,,,,,Jan-Jun 2012 harvest,,,,,,,,
Harvest Month*,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,
,(n = 77),,,(n = 35),,,(n = 42),,,(n = 77),,,(n = 77),,,(n = 0),,,(n = 86),,,(n = 45),,,(n = 41),,,(n = 37),,,(n = 37),,,(n = 0),,
,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop
,(Percent of farmers),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0,0,3,0,0,0,0,0
February,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,9,2,0,0,0,0,3,0,0,3,0,0,0,0,0
March,25,0,0,51,0,0,2,0,0,34,0,0,34,0,0,0,0,0,24,0,0,47,0,0,0,0,0,27,0,0,27,0,0,0,0,0
April,17,0,0,31,0,0,5,0,0,12,0,0,12,0,0,0,0,0,19,0,0,36,0,0,0,0,0,68,0,0,68,0,0,0,0,0
May,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
June,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
July,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
August,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,16,0,0,0,0,0,3,0,0,3,0,0,0,0
September,0,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,7,0,0,8,0,0,8,0,0,0
October,0,0,38,0,0,40,0,0,36,0,0,48,0,0,48,0,0,0,0,0,36,0,0,47,0,0,24,0,0,43,0,0,43,0,0,0
November,0,0,52,0,0,43,0,0,60,0,0,52,0,0,52,0,0,0,0,0,40,0,0,18,0,0,63,0,0,43,0,0,43,0,0,0
December,0,0,4,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,16,0,0,5,0,0,3,0,0,3,0,0,0
Not applicable**,55,100,0,12,100,0,93,100,0,54,100,0,54,100,0,100,100,100,51,90,8,6,80,15,100,100,1,0,97,3,0,97,3,100,100,100
Nueva Ecija,Jul-Dec 2006 harvest,,,,,,,,,Jan-Jun 2007 harvest,,,,,,,,,Jul-Dec 2011 harvest,,,,,,,,,Jan-Jun 2012 harvest,,,,,,,,
Harvest Month*,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,
,(n = 110),,,(n = 97),,,(n = 13),,,(n = 110),,,(n = 109),,,(n = 1),,,(n = 151),,,(n = 144),,,(n = 7),,,(n = 123),,,(n = 123),,,(n = 0),,
,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop
,(Percent of farmers),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,3,0,0,3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
February,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0
March,10,0,0,10,0,0,8,0,0,29,0,0,28,0,0,100,0,0,21,0,0,22,0,0,0,0,0,20,0,0,20,0,0,0,0,0
April,57,0,0,65,0,0,0,0,0,38,0,0,39,0,0,0,0,0,60,0,0,63,0,0,0,0,0,70,0,0,70,0,0,0,0,0
May,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0
June,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
July,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
August,0,4,0,0,3,0,0,8,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
September,0,0,7,0,0,8,0,0,0,0,0,9,0,0,8,0,0,100,0,1,5,0,1,6,0,0,0,0,0,17,0,0,17,0,0,0
October,0,0,47,0,0,46,0,0,54,0,0,60,0,0,61,0,0,0,0,0,69,0,0,69,0,0,71,0,0,67,0,0,67,0,0,0
November,0,0,44,0,0,44,0,0,38,0,0,25,0,0,25,0,0,0,0,0,24,0,0,24,0,0,14,0,0,11,0,0,11,0,0,0
December,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,2,0,0,1,0,0,14,0,0,3,0,0,3,0,0,0
Not applicable**,30,95,2,22,96,2,92,92,8,31,92,3,31,92,3,0,100,0,19,99,0,15,99,0,100,100,1,5,95,2,5,95,2,100,100,100
Pampanga,Jul-Dec 2006 harvest,,,,,,,,,Jan-Jun 2007 harvest,,,,,,,,,Jul-Dec 2011 harvest,,,,,,,,,Jan-Jun 2012 harvest,,,,,,,,
Harvest Month*,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,,ALL ECOSYSTEMS,,,IRRIGATED,,,NON-IRRIGATED,,
,(n = 56),,,(n = 49),,,(n = 7),,,(n = 56),,,(n = 56),,,(n = 0),,,(n = 60),,,(n = 60),,,(n = 0),,,(n = 50),,,(n = 50),,,(n = 0),,
,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop,First crop,Second crop,Third crop
,(Percent of farmers),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
February,9,0,0,10,0,0,0,0,0,5,0,0,5,0,0,0,0,0,18,0,0,18,0,0,0,0,0,18,0,0,18,0,0,0,0,0
March,34,0,0,33,0,0,43,0,0,52,0,0,52,0,0,0,0,0,52,0,0,52,0,0,0,0,0,48,0,0,48,0,0,0,0,0
April,18,0,0,16,0,0,29,0,0,20,0,0,20,0,0,0,0,0,15,0,0,15,0,0,0,0,0,28,0,0,28,0,0,0,0,0
May,0,20,0,0,22,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
June,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
July,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
August,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
September,0,0,9,0,0,10,0,0,0,0,0,5,0,0,5,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
October,0,0,32,0,0,33,0,0,29,0,0,61,0,0,61,0,0,0,0,0,67,0,0,67,0,0,0,0,0,80,0,0,80,0,0,0
November,0,0,39,0,0,39,0,0,43,0,0,20,0,0,20,0,0,0,0,0,15,0,0,15,0,0,0,0,0,12,0,0,12,0,0,0
December,0,0,18,0,0,16,0,0,29,0,0,5,0,0,5,0,0,0,0,0,7,0,0,7,0,0,0,0,0,4,0,0,4,0,0,0
Not applicable**,39,78,2,41,76,2,28,100,0,19,94,9,19,94,9,100,100,100,15,100,9,15,100,9,100,100,100,4,98,4,4,98,4,100,100,100
