Philippines,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,
Cart/calesa/sled,0.1,,0.1,,0,,0.2,,0.2,,0,,0.1,,0.1,,0.3,,0.2,,0.3,,0,
Van/private van,0.1,,0.1,,0,,0.2,,0.2,,0,,0,,0.1,,0,,0.3,,0.3,,0,
Tricyboat/motorized trisikad,0.1,,0.1,,0,,0.1,,0.1,,0,,0,,0,,0,,0,,0.1,,0,
Hiking,0.1,,0.1,,0,,0,,0,,0,,0,,0.1,,0,,0,,0.1,,0,
Medium duty truck/Elf,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.1,,0.2,,0,
Karo,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.1,,0,
Raft/balsa,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Bicycle,0.1,,0.1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Ilocos Norte,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,
ITEM,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 57),,(n = 42),,(n = 15),,(n = 56),,(n = 54),,(n = 2),,(n = 60),,(n = 57),,(n = 3),,(n = 54),,(n = 38),,(n = 16),
,(average),,,,,,,,,,,,,,,,,,,,,,,
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Average distance to the nearest wholesale market (km),2.92,1.97,3.29,1.91,1.81,1.77,3.29,2.38,3.34,2.4,1.9,1.56,1.67,1.12,1.6,1.1,3,0,1.15,1.16,1.63,1.06,0,0
Average travel time (minutes),10.72,6.67,10.95,7.23,10.04,4.75,11.8,6.78,11.83,6.68,11,12.73,10.72,5.97,10.75,6.12,10,0,5.74,6.75,8.16,6.72,0,0
Average one-way fare (₱),17.55,11.53,17.83,11.59,16.71,11.72,15.34,10.23,15.31,10.28,16,12.73,37.35,22.58,36.33,22.69,56.67,5.77,18.83,22.05,26.76,21.87,0,0
Means of transportation (percent)b,,,,,,,,,,,,,,,,,,,,,,,,
Tricycle/motorcycle/habal-habal/skylab,95,,98,,87,,91,,91,,100,,100,,100,,100,,61,,87,,0,
Bus,0,,0,,0,,5.4,,5.6,,0,,0,,0,,0,,0,,0,,0,
Jeep,1.8,,0,,6.7,,1.8,,1.9,,0,,0,,0,,0,,0,,0,,0,
Handtractor,0,,0,,0,,1.8,,1.9,,0,,0,,0,,0,,0,,0,,0,
Truck/trailer,1.8,,2.4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Pangasinan,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,
ITEM,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 147),,(n = 96),,(n = 51),,(n = 147),,(n = 147),,(n = 0),,(n = 151),,(n = 121),,(n = 30),,(n = 119),,(n = 96),,(n = 23),
,(average),,,,,,,,,,,,,,,,,,,,,,,
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Average distance to the nearest wholesale market (km),5.75,3.69,5.17,3.34,6.84,4.1,4.67,2.33,4.67,2.33,0,0,5.45,3.36,5.39,3.36,5.67,3.4,2.78,2.36,3.37,2.2,0.35,1.15
Average travel time (minutes),15.71,7.18,14.68,6.7,17.63,7.72,16.19,8.85,16.19,8.85,0,0,12.72,6.43,12.92,6.64,11.93,5.55,9.74,8.48,11.66,7.9,1.74,5.76
Average one-way fare (₱),11.93,4.6,11.56,4.33,12.63,5.04,12.77,4.91,12.77,4.91,0,0,13.45,5.12,13.98,5.27,11.33,3.89,12.22,12.41,14.83,12.3,1.3,4.32
Means of transportation (percent)b,,,,,,,,,,,,,,,,,,,,,,,,
Tricycle/motorcycle/habal-habal/skylab,93,,90,,98,,90,,90,,0,,96,,97,,93,,74,,90,,9,
Jeep,24,,22,,29,,19,,19,,0,,11,,12,,3,,10,,13,,0,
Bus,15,,18,,10,,8,,8,,0,,0,,0,,0,,0,,0,,0,
Handtractor,7,,9,,2,,9,,9,,0,,0,,0,,0,,0,,0,,0,
Truck/trailer,2,,3.1,,0,,1.4,,1.4,,0,,0,,0,,0,,0,,0,,0,
Cagayan,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,
ITEM,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 114),,(n = 87),,(n = 27),,(n = 114),,(n = 82),,(n = 32),,(n = 116),,(n = 89),,(n = 27),,(n = 112),,(n = 88),,(n = 24),
,(average),,,,,,,,,,,,,,,,,,,,,,,
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Average distance to the nearest wholesale market (km),10.96,13.31,12.16,14.96,7.11,3.14,11.91,11.66,13.5,13.35,7.81,2.39,8.06,9.47,8.52,9.98,6.51,7.45,10.07,10.08,9.94,11.2,10.55,3.93
Average travel time (minutes),26.01,21.47,26.7,24.08,23.81,9.19,27.01,19.79,27.78,22.42,25.06,10.62,17.3,26.72,17.88,28.97,15.37,17.66,21.71,25.89,23.97,28.71,13.46,5.13
Average one-way fare (₱),15.05,9.7,16.41,10.72,10.67,1.47,15.2,8.56,16.78,9.6,11.16,1.63,16.48,11.72,17.35,12.4,13.63,8.72,17.04,10.66,17.67,11.92,14.71,1.83
Means of transportation (percent)b,,,,,,,,,,,,,,,,,,,,,,,,
Tricycle/motorcycle/habal-habal/skylab,73,,76,,63,,72,,73,,69,,66,,71,,48,,69,,73,,54,
Jeep,54,,59,,41,,47,,55,,28,,24,,29,,7,,29,,33,,13,
Handtractor,15,,9,,33,,20,,17,,28,,17,,12,,33,,18,,11,,42,
Truck/trailer,4,,5,,0,,4,,2,,6,,8,,10,,0,,6,,8,,0,
Cart/calesa/sled,0,,0,,0,,0,,0,,0,,0,,0,,0,,3.6,,4.5,,0,
Bus,2.6,,2.3,,3.7,,0,,0,,0,,0,,0,,0,,0,,0,,0,
None (walking distance),0,,0,,0,,0,,0,,0,,1.7,,1.1,,3.7,,0,,0,,0,
Medium duty truck/Elf,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.9,,1.1,,0,
Hiking,0,,0,,0,,0,,0,,0,,0.9,,1.1,,0,,0,,0,,0,
Isabela,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,
ITEM,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 89),,(n = 74),,(n = 15),,(n = 89),,(n = 75),,(n = 14),,(n = 116),,(n = 92),,(n = 24),,(n = 115),,(n = 90),,(n = 25),
,(average),,,,,,,,,,,,,,,,,,,,,,,
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Average distance to the nearest wholesale market (km),5.04,3.26,5.68,3.14,1.92,1.68,5.14,3.07,5.83,2.83,1.47,0.87,5.72,4.45,6.08,4.56,4.35,3.75,6.22,4.46,7.05,4.51,3.24,2.74
Average travel time (minutes),21.46,12.35,23.53,12.5,11.34,3.51,21.64,8.79,23.4,7.98,12.21,6.86,14.26,8.71,13.07,7.6,18.83,11.11,17.57,7.12,17.48,7.3,17.88,6.54
Average one-way fare (₱),12.67,4.73,13.26,4.79,9.8,3.26,12.61,3.93,13.09,3.86,10,3.28,16.72,6.63,16.28,5.93,18.38,8.77,19.1,9.09,19.12,9.62,19,7.04
Means of transportation (percent)b,,,,,,,,,,,,,,,,,,,,,,,,
Tricycle/motorcycle/habal-habal/skylab,73,,69,,93,,84,,81,,100,,83,,85,,75,,95,,93,,100,
Truck/trailer,35,,38,,20,,24,,28,,0,,10,,7,,25,,5,,7,,0,
Jeep,12,,14,,7,,3,,4,,0,,3,,4,,0,,4,,0,,20,
Handtractor,4,,4,,7,,8,,9,,0,,3,,4,,0,,3,,3,,0,
Bus,8,,8,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Medium duty truck/Elf,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.9,,1.1,,0,
Bicycle,1.1,,1.4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Aurora,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,
ITEM,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 57),,(n = 55),,(n = 2),,(n = 58),,(n = 57),,(n = 1),,(n = 60),,(n = 56),,(n = 4),,(n = 55),,(n = 53),,(n = 2),
,(average),,,,,,,,,,,,,,,,,,,,,,,
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Average distance to the nearest wholesale market (km),5.5,2.82,5.57,2.83,3.5,2.12,6.23,2.97,6.27,2.98,4,0,4.6,2.16,4.72,2.18,2.88,0.25,5.03,2.36,5.1,2.36,3,1.41
Average travel time (minutes),13.54,5.84,13.45,5.88,16,5.66,15.14,7.16,15.16,7.22,14,0,26.13,15.15,27.11,15.2,12.5,2.89,13.02,5.64,12.94,5.73,15,0
Average one-way fare (₱),14.91,4.65,15.09,4.63,10,0,16.64,4.71,16.67,4.74,15,0,23.45,11.53,22.54,10.16,36.25,22.13,19.96,5.63,19.96,5.73,20,0
Means of transportation (percent)b,,,,,,,,,,,,,,,,,,,,,,,,
Tricycle/motorcycle/habal-habal/skylab,96,,96,,100,,98,,98,,100,,97,,96,,100,,100,,100,,100,
Handtractor,0,,0,,0,,0,,0,,0,,5,,5.4,,0,,3.6,,3.8,,0,
Jeep,5.3,,5.5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Truck/trailer,0,,0,,0,,0,,0,,0,,1.7,,1.8,,0,,0,,0,,0,
Bus,1.8,,1.8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Cart/calesa/sled,0,,0,,0,,1.7,,1.8,,0,,0,,0,,0,,0,,0,,0,
Bulacan,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,
ITEM,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 77),,(n = 35),,(n = 42),,(n = 75),,(n = 75),,(n = 0),,(n = 86),,(n = 45),,(n = 41),,(n = 43),,(n = 38),,(n = 5),
,(average),,,,,,,,,,,,,,,,,,,,,,,
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Average distance to the nearest wholesale market (km),5.68,3.83,4.33,3.46,6.83,3.79,6,3.33,6,3.33,0,0,4.26,3.11,3.36,2.65,5.23,3.3,3.27,2.51,3.7,2.34,0,0
Average travel time (minutes),20.69,12.35,15.36,8.93,24.88,13.12,20.96,12.24,20.96,12.24,0,0,20.48,12.14,18.42,11.98,22.73,12.05,16.72,12.22,18.92,11.25,0,0
Average one-way fare (₱),17.22,10.71,15.37,10.55,18.71,10.72,22.18,18.5,22.18,18.5,0,0,30.26,22.98,30.64,21.57,29.83,24.7,31.84,31.54,36.03,31.21,0,0
Means of transportation (percent)b,,,,,,,,,,,,,,,,,,,,,,,,
Tricycle/motorcycle/habal-habal/skylab,65,,66,,64,,57,,57,,0,,70,,76,,63,,72,,82,,0,
Jeep,38,,43,,33,,43,,43,,0,,30,,11,,51,,16,,18,,0,
Bus,3.9,,5.7,,2.4,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Cart/calesa/sled,0,,0,,0,,0,,0,,0,,0,,0,,0,,2.3,,2.6,,0,
None (walking distance),0,,0,,0,,1.3,,1.3,,0,,0,,0,,0,,0,,0,,0,
Nueva Ecija,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,
ITEM,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 110),,(n = 97),,(n = 13),,(n = 110),,(n = 109),,(n = 1),,(n = 151),,(n = 144),,(n = 7),,(n = 145),,(n = 136),,(n = 9),
,(average),,,,,,,,,,,,,,,,,,,,,,,
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Average distance to the nearest wholesale market (km),5.56,3.92,5.58,4.09,5.42,2.41,6.15,4.13,6.14,4.15,7,0,5.19,3.78,5.31,3.84,2.86,0.38,4.95,5.38,5.28,5.39,0,0
Average travel time (minutes),18.9,9.89,18.54,9.67,21.54,11.44,19.83,8.52,19.78,8.54,25,0,16.63,8.56,16.71,8.7,15,5,16.88,13.3,17.99,12.97,0,0
Average one-way fare (₱),20.25,13.6,20.53,14.23,18.23,7.51,25.17,18.7,25.24,18.78,18,0,31.12,16.73,31.31,17.04,27.14,7.56,29.39,30.43,31.34,30.43,0,0
Means of transportation (percent)b,,,,,,,,,,,,,,,,,,,,,,,,
Tricycle/motorcycle/habal-habal/skylab,95,,95,,92,,86,,86,,100,,95,,96,,71,,83,,89,,0,
Jeep,13,,13,,8,,10,,10,,0,,2,,2,,0,,6,,6,,0,
Handtractor,3,,1,,15,,12,,12,,0,,3,,1,,29,,1,,1,,0,
Bus,7,,5,,23,,2,,2,,0,,0,,0,,0,,0,,0,,0,
Truck/trailer,2.7,,3.1,,0,,0,,0,,0,,0.7,,0.7,,0,,0.7,,0.7,,0,
None (walking distance),0,,0,,0,,0.9,,0.9,,0,,0,,0,,0,,0,,0,,0,
Cart/calesa/sled,0,,0,,0,,0.9,,0.9,,0,,0,,0,,0,,0,,0,,0,
Multicab/pedicab/trisikad/bicycle,0.9,,0,,7.7,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Pampanga,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,
ITEM,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 56),,(n = 49),,(n = 7),,(n = 56),,(n = 56),,(n = 0),,(n = 60),,(n = 60),,(n = 0),,(n = 58),,(n = 58),,(n = 0),
,(average),,,,,,,,,,,,,,,,,,,,,,,
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Average distance to the nearest wholesale market (km),5.82,3.75,5.86,3.76,5.57,3.94,4.82,2.73,4.82,2.73,0,0,3.61,3.57,3.61,3.57,0,0,2.96,2.17,2.96,2.17,0,0
Average travel time (minutes),20.75,12.96,20.69,12.88,21.14,14.61,18.64,8.25,18.64,8.25,0,0,15.08,8.69,15.08,8.69,0,0,11.66,8.11,11.66,8.11,0,0
Average one-way fare (₱),26.17,18.34,26.54,18.39,23.57,19.22,31.88,21.46,31.88,21.46,0,0,43.2,31.62,43.2,31.62,0,0,33.4,30.14,33.4,30.14,0,0
Means of transportation (percent)b,,,,,,,,,,,,,,,,,,,,,,,,
Tricycle/motorcycle/habal-habal/skylab,73,,73,,71,,84,,84,,0,,70,,70,,0,,81,,81,,0,
Jeep,46,,45,,57,,50,,50,,0,,30,,30,,0,,5,,5,,0,
Truck/trailer,0,,0,,0,,0,,0,,0,,1.7,,1.7,,0,,0,,0,,0,
Cart/calesa/sled,0,,0,,0,,1.8,,1.8,,0,,0,,0,,0,,0,,0,,0,
Tarlac,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,
ITEM,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 68),,(n = 49),,(n = 19),,(n = 76),,(n = 76),,(n = 0),,(n = 86),,(n = 77),,(n = 9),,(n = 77),,(n = 75),,(n = 2),
,(average),,,,,,,,,,,,,,,,,,,,,,,
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Average distance to the nearest wholesale market (km),4.62,2.72,3.65,2.62,7.11,0.18,5.16,2.53,5.16,2.53,0,0,3.89,3.08,3.73,3.13,5.28,2.28,3.39,3.84,3.48,3.85,0,0
Average travel time (minutes),14.74,6.86,13.78,7.5,17.21,4.02,14.14,8.06,14.14,8.06,0,0,11.86,5.45,11.3,5.26,16.67,4.85,7.94,8.43,8.15,8.44,0,0
Average one-way fare (₱),12.91,8.41,12.51,8.3,13.95,8.84,11.11,3.04,11.11,3.04,0,0,14.43,5.16,14.25,5.3,16,3.57,13.61,19.15,13.97,19.28,0,0
Means of transportation (percent)b,,,,,,,,,,,,,,,,,,,,,,,,
Tricycle/motorcycle/habal-habal/skylab,104,,106,,100,,84,,84,,0,,98,,97,,100,,51,,52,,0,
Jeep,38,,31,,58,,20,,20,,0,,2,,3,,0,,8,,8,,0,
Truck/trailer,34,,24,,58,,0,,0,,0,,2,,3,,0,,0,,0,,0,
Handtractor,24,,12,,53,,0,,0,,0,,5,,5,,0,,0,,0,,0,
Bus,9,,10,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Laguna,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,
ITEM,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 56),,(n = 38),,(n = 18),,(n = 56),,(n = 46),,(n = 10),,(n = 60),,(n = 60),,(n = 0),,(n = 57),,(n = 56),,(n = 1),
,(average),,,,,,,,,,,,,,,,,,,,,,,
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Average distance to the nearest wholesale market (km),5.68,4.27,3.96,2.93,9.33,4.42,5.28,2.89,4.42,2.34,9.25,1.55,6.88,4.65,6.88,4.65,0,0,6.79,4.33,6.73,4.35,10,0
Average travel time (minutes),18.63,9.98,16.79,10.99,22.5,6,20.38,10.01,18.39,9.92,29.5,2.84,23.92,14.11,23.92,14.11,0,0,26.4,14.07,26.07,13.97,45,0
Average one-way fare (₱),12.63,4.44,11.53,4.64,14.94,2.9,11.91,3.93,11.46,4.18,14,0.94,18.14,12.74,18.14,12.74,0,0,18.09,9.08,17.52,8.07,50,0
Means of transportation (percent)b,,,,,,,,,,,,,,,,,,,,,,,,
Tricycle/motorcycle/habal-habal/skylab,84,,76,,100,,70,,65,,90,,70,,70,,0,,56,,55,,100,
Jeep,73,,61,,100,,57,,52,,80,,72,,72,,0,,70,,70,,100,
Bus,5.4,,7.9,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Truck/trailer,3.6,,5.3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Van/private van,0,,0,,0,,0,,0,,0,,1.7,,1.7,,0,,1.8,,1.8,,0,
Multicab/pedicab/trisikad/bicycle,0,,0,,0,,0,,0,,0,,0,,0,,0,,1.8,,1.8,,0,
Quezon,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,
ITEM,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 42),,(n = 29),,(n = 13),,(n = 52),,(n = 32),,(n = 20),,(n = 60),,(n = 34),,(n = 26),,(n = 60),,(n = 29),,(n = 31),
,(average),,,,,,,,,,,,,,,,,,,,,,,
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
Average distance to the nearest wholesale market (km),7.96,5.11,6.07,4.98,12.19,1.8,7.48,5.34,4.74,4.69,11.85,2.83,7.82,5.72,5.01,4.71,11.48,4.83,7.37,4.82,3.84,3.68,10.66,3.13
Average travel time (minutes),26.83,12.55,28.28,14.16,23.62,7.35,20.81,8.89,17.72,8.84,25.75,6.54,24.17,10.38,22.94,11.29,25.77,9.02,19.83,12.1,15.86,12.94,23.55,10.1
Average one-way fare (₱),15.2,10,14.91,11.03,15.85,7.54,19.82,13.41,21.13,15.85,17.8,8.34,22.87,12.99,25.18,14.53,19.85,10.15,16.8,10.86,17,11.48,16.61,10.45
Means of transportation (percent)b,,,,,,,,,,,,,,,,,,,,,,,,
Tricycle/motorcycle/habal-habal/skylab,76,,86,,54,,60,,78,,30,,60,,76,,38,,62,,93,,32,
Jeep,76,,76,,77,,60,,44,,85,,50,,26,,81,,50,,21,,77,
Carabao/horse/hauling with animals,19,,28,,0,,23,,38,,0,,15,,26,,0,,0,,0,,0,
Bus,21,,28,,8,,15,,3,,35,,0,,0,,0,,3,,0,,6,
None (walking distance),0,,0,,0,,1.9,,3.1,,0,,0,,0,,0,,1.7,,3.4,,0,
Truck/trailer,2.4,,3.4,,0,,0,,0,,0,,1.7,,2.9,,0,,0,,0,,0,
Hiking,2.4,,3.4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Occidental Mindoro,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,
ITEM,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
