    Non-Farming,10,9,12,9,10,8,7,7,7,7,7,8,7,0,1,9,0,1
    Other Farming / Fishing,13,11,18,13,11,21,3,3,2,1,1,1,2,0,0,2,0,1
    Othersa,3,2,4,2,2,3,4,4,7,5,4,9,7,0,0,5,0,0
Attendance in trainings/seminars (percent of farmers),,,,,,,,,,,,,,,,,,
     Attended,38,42,30,36,37,27,41,45,29,41,44,32,58,62,50,65,66,60
     Not-Attended,62,58,70,64,63,73,59,55,71,59,56,68,42,38,50,35,34,40
Membership in farmer organizations (percent of farmers),,,,,,,,,,,,,,,,,,
     Member,47,51,36,43,45,32,51,56,35,51,56,37,53,57,45,58,61,48
     Non-member,53,49,64,57,55,68,49,44,65,49,44,63,47,43,55,42,39,52
Ilocos Norte,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 57),(n = 42),(n = 15),(n = 56),(n = 54),(n = 2),(n = 60),(n = 57),(n = 3),(n = 60),(n = 40),(n = 20),(n = 60),(n = 48),(n = 12),(n = 60),(n = 56),(n = 4)
Age,,,,,,,,,,,,,,,,,,
    mean,53,53,51,53,53,52,56,56,52,57,57,59,54,55,50,53,53,42
    standard deviation,12,12,13,12,12,16,12,13,10,13,11,15,13,13,11,13,13,9
    range,28 - 78,28 - 78,28 - 69,28 - 78,28 - 78,40 - 63,30 - 80,30 - 80,43 - 63,30 - 93,30 - 78,35 - 93,31 - 82,31 - 82,35 - 66,29 - 83,29 - 83,34 - 51
Gender (percent of farmers),,,,,,,,,,,,,,,,,,
     Male,96,95,100,96,96,100,93,93,100,93,90,100,98,98,100,98,98,100
     Female,4,5,0,4,4,0,7,7,0,7,10,0,2,2,0,2,2,0
Civil status (percent of farmers),,,,,,,,,,,,,,,,,,
     Single,5,2,13,5,6,0,10,11,0,12,13,10,8,10,0,8,9,0
     Married,84,86,80,84,83,100,85,84,100,78,75,85,85,81,100,87,86,100
     Widow/widower,9,10,7,9,9,0,3,4,0,8,10,5,3,4,0,5,5,0
     Separated,2,2,0,2,2,0,2,2,0,2,3,0,3,4,0,0,0,0
Years of schooling,,,,,,,,,,,,,,,,,,
    mean,8,8,9,8,8,10,9,9,7,9,9,8,9,9,9,10,10,8
    standard deviation,3,3,3,3,3,1,3,3,6,3,3,3,3,3,3,3,3,4
    range,1 - 15,2 - 14,1 - 15,1 - 15,1 - 15,9 - 10,0 - 14,3 - 14,0 - 10,1 - 16,4 - 16,1 - 14,3 - 14,4 - 14,3 - 14,3 - 14,4 - 14,3 - 10
Years of farming experience,,,,,,,,,,,,,,,,,,
    mean,23,25,19,23,23,26,31,31,31,31,29,34,29,30,26,28,28,23
    standard deviation,12,12,12,12,12,13,14,14,11,14,11,18,14,14,11,14,14,10
    range,1 - 53,1 - 53,4 - 35,1 - 53,1 - 53,17 - 35,2 - 60,2 - 60,21 - 43,7 - 75,7 - 53,8 - 75,2 - 60,2 - 60,10 - 45,2 - 60,2 - 60,10 - 30
Household size (number of members),,,,,,,,,,,,,,,,,,
    mean,5,5,5,5,5,7,4,5,3,4,4,4,5,5,6,4,4,5
    standard deviation,2,2,3,2,3,1,2,2,1,2,3,2,2,2,2,2,2,1
    range,2 - 12,2 - 10,2 - 12,2 - 12,2 - 12,6 - 7,1 - 14,1 - 14,2 - 4,1 - 14,1 - 14,1 - 8,1 - 10,1 - 9,2 - 10,1 - 10,1 - 10,3 - 5
     Male household member [mean],3,3,3,3,3,4,2,3,2,2,2,2,3,3,3,2,2,3
     Female household member [mean],2,2,2,2,2,3,2,2,1,2,2,2,2,2,3,2,2,2
Major source of income (percent of farmers),,,,,,,,,,,,,,,,,,
    Rice Farming,77,79,73,77,76,100,95,95,100,82,95,55,90,0,0,95,0,0
    Non-Farming,9,7,13,9,9,0,0,0,0,3,3,5,2,0,0,2,0,0
    Other Farming / Fishing,14,14,13,14,15,0,5,5,0,5,3,10,0,0,0,0,0,0
    Othersa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Attendance in trainings/seminars (percent of farmers),,,,,,,,,,,,,,,,,,
     Attended,28,33,13,34,35,0,23,25,0,23,35,0,68,71,58,67,66,75
     Not-Attended,72,67,87,66,65,100,77,75,100,77,65,100,32,29,42,33,34,25
Membership in farmer organizations (percent of farmers),,,,,,,,,,,,,,,,,,
     Member,88,95,67,77,78,50,73,72,100,73,80,60,68,73,50,85,86,75
     Non-member,12,5,33,23,22,50,27,28,0,27,20,40,32,27,50,15,14,25
Pangasinan,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 147),(n = 96),(n = 51),(n = 147),(n = 147),(n = 0),(n = 151),(n = 121),(n = 30),(n = 151),(n = 97),(n = 54),(n = 151),(n = 104),(n = 47),(n = 151),(n = 137),(n = 14)
Age,,,,,,,,,,,,,,,,,,
    mean,55,54,55,55,55,0,54,54,56,56,55,57,57,58,55,57,58,56
    standard deviation,13,12,15,12,12,,12,12,12,12,12,12,12,11,13,11,11,14
    range,26 - 93,26 - 93,27 - 80,26 - 89,26 - 89,-,30 - 80,30 - 80,35 - 77,30 - 82,30 - 82,31 - 77,28 - 84,30 - 84,28 - 82,28 - 85,28 - 85,37 - 83
Gender (percent of farmers),,,,,,,,,,,,,,,,,,
     Male,89,90,88,87,87,0,91,89,100,91,88,96,88,88,89,87,87,93
     Female,11,10,12,13,13,0,9,11,0,9,12,4,12,13,11,13,13,7
Civil status (percent of farmers),,,,,,,,,,,,,,,,,,
     Single,3,1,6,3,3,0,4,4,3,4,5,2,5,6,4,5,4,7
     Married,89,91,86,88,88,0,87,87,87,88,89,87,84,85,83,84,85,79
     Widow/widower,8,8,8,9,9,0,9,8,10,8,6,11,11,10,13,11,11,14
     Separated,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Years of schooling,,,,,,,,,,,,,,,,,,
    mean,9,9,9,9,9,0,9,9,8,9,9,8,9,10,9,10,10,10
    standard deviation,3,3,3,3,3,,3,3,2,3,3,3,3,3,2,3,3,2
    range,1 - 15,2 - 15,1 - 15,1 - 15,1 - 15,-,1 - 16,1 - 16,6 - 14,3 - 16,3 - 16,6 - 15,3 - 15,3 - 15,3 - 15,3 - 15,3 - 15,6 - 12
Years of farming experience,,,,,,,,,,,,,,,,,,
    mean,24,24,23,23,23,0,27,26,30,27,26,30,32,32,33,32,32,35
    standard deviation,14,14,16,14,14,,14,14,16,14,13,15,15,15,15,15,15,17
    range,1 - 60,1 - 60,2 - 58,1 - 58,1 - 58,-,1 - 62,1 - 62,3 - 60,1 - 62,1 - 62,2 - 60,3 - 75,3 - 75,4 - 65,1 - 75,1 - 75,4 - 65
Household size (number of members),,,,,,,,,,,,,,,,,,
    mean,6,6,5,6,6,0,5,5,5,5,5,5,4,4,4,4,4,4
    standard deviation,2,2,2,2,2,,2,2,3,3,2,3,2,2,2,2,2,1
    range,1 - 10,1 - 10,2 - 9,1 - 10,1 - 10,-,1 - 13,2 - 13,1 - 13,1 - 21,1 - 12,1 - 21,1 - 15,1 - 15,1 - 11,1 - 14,1 - 14,3 - 8
     Male household member [mean],3,3,2,3,3,0,3,3,3,3,3,3,2,2,2,2,2,2
     Female household member [mean],3,3,3,3,3,0,2,2,2,2,2,2,2,2,2,2,2,2
Major source of income (percent of farmers),,,,,,,,,,,,,,,,,,
    Rice Farming,55,63,41,55,55,0,91,93,83,91,94,85,83,0,0,91,0,0
    Non-Farming,12,10,14,11,11,0,9,7,17,7,4,13,7,0,0,7,0,0
    Other Farming / Fishing,32,26,43,31,31,0,1,1,0,2,2,2,0,0,0,1,0,0
    Othersa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Attendance in trainings/seminars (percent of farmers),,,,,,,,,,,,,,,,,,
     Attended,26,26,25,20,20,0,25,29,10,25,31,15,61,64,54,63,62,71
     Not-Attended,74,74,75,80,80,0,75,71,90,75,69,85,39,36,46,37,38,29
Membership in farmer organizations (percent of farmers),,,,,,,,,,,,,,,,,,
     Member,17,22,8,13,13,0,49,50,47,49,48,50,67,65,70,62,61,71
     Non-member,83,78,92,87,87,0,51,50,53,51,52,50,33,35,30,38,39,29
Apayao,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 60),(n = 47),(n = 13),(n = 60),(n = 56),(n = 4)
Age,,,,,,,,,,,,,,,,,,
    mean,0,0,0,0,0,0,0,0,0,0,0,0,52,52,49,52,51,58
    standard deviation,,,,,,,,,,,,,12,11,15,12,12,16
    range,-,-,-,-,-,-,-,-,-,-,-,-,25 - 73,25 - 71,29 - 73,26 - 73,26 - 71,39 - 73
Gender (percent of farmers),,,,,,,,,,,,,,,,,,
     Male,0,0,0,0,0,0,0,0,0,0,0,0,92,91,92,92,91,100
     Female,0,0,0,0,0,0,0,0,0,0,0,0,8,9,8,8,9,0
Civil status (percent of farmers),,,,,,,,,,,,,,,,,,
     Single,0,0,0,0,0,0,0,0,0,0,0,0,8,9,8,8,9,0
     Married,0,0,0,0,0,0,0,0,0,0,0,0,90,89,92,90,89,100
     Widow/widower,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0
     Separated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Years of schooling,,,,,,,,,,,,,,,,,,
    mean,0,0,0,0,0,0,0,0,0,0,0,0,9,9,8,9,9,8
    standard deviation,,,,,,,,,,,,,3,3,3,3,3,4
    range,-,-,-,-,-,-,-,-,-,-,-,-,1 - 16,1 - 16,3 - 14,1 - 16,1 - 16,4 - 12
Years of farming experience,,,,,,,,,,,,,,,,,,
    mean,0,0,0,0,0,0,0,0,0,0,0,0,28,29,28,29,28,39
    standard deviation,,,,,,,,,,,,,12,12,15,13,13,17
    range,-,-,-,-,-,-,-,-,-,-,-,-,7 - 56,7 - 52,10 - 56,5 - 56,5 - 54,19 - 56
Household size (number of members),,,,,,,,,,,,,,,,,,
    mean,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,3
    standard deviation,,,,,,,,,,,,,2,2,1,2,2,1
    range,-,-,-,-,-,-,-,-,-,-,-,-,2 - 10,2 - 10,2 - 6,2 - 10,2 - 10,2 - 4
     Male household member [mean],0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1
     Female household member [mean],0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
Major source of income (percent of farmers),,,,,,,,,,,,,,,,,,
    Rice Farming,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,100,0,0
    Non-Farming,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
    Other Farming / Fishing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
    Othersa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Attendance in trainings/seminars (percent of farmers),,,,,,,,,,,,,,,,,,
     Attended,0,0,0,0,0,0,0,0,0,0,0,0,57,60,46,62,61,75
     Not-Attended,0,0,0,0,0,0,0,0,0,0,0,0,43,40,54,38,39,25
Membership in farmer organizations (percent of farmers),,,,,,,,,,,,,,,,,,
     Member,0,0,0,0,0,0,0,0,0,0,0,0,83,87,69,82,80,100
     Non-member,0,0,0,0,0,0,0,0,0,0,0,0,17,13,31,18,20,0
Kalinga,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 60),(n = 47),(n = 13),(n = 60),(n = 52),(n = 8)
Age,,,,,,,,,,,,,,,,,,
    mean,0,0,0,0,0,0,0,0,0,0,0,0,49,51,42,50,51,43
    standard deviation,,,,,,,,,,,,,12,11,10,12,12,11
    range,-,-,-,-,-,-,-,-,-,-,-,-,22 - 74,33 - 74,22 - 56,22 - 75,26 - 75,22 - 56
Gender (percent of farmers),,,,,,,,,,,,,,,,,,
     Male,0,0,0,0,0,0,0,0,0,0,0,0,90,91,85,90,92,75
     Female,0,0,0,0,0,0,0,0,0,0,0,0,10,9,15,10,8,25
Civil status (percent of farmers),,,,,,,,,,,,,,,,,,
     Single,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,
     Married,0,0,0,0,0,0,0,0,0,0,0,0,92,91,92,93,92,100
     Widow/widower,0,0,0,0,0,0,0,0,0,0,0,0,7,6,8,7,8,0
     Separated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Years of schooling,,,,,,,,,,,,,,,,,,
    mean,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,7
    standard deviation,,,,,,,,,,,,,4,4,3,4,3,5
    range,-,-,-,-,-,-,-,-,-,-,-,-,2 - 14,2 - 14,2 - 14,0 - 14,2 - 14,0 - 14
Years of farming experience,,,,,,,,,,,,,,,,,,
    mean,0,0,0,0,0,0,0,0,0,0,0,0,28,29,23,29,30,21
    standard deviation,,,,,,,,,,,,,13,13,11,13,13,13
    range,-,-,-,-,-,-,-,-,-,-,-,-,4 - 58,7 - 58,4 - 42,4 - 58,7 - 58,4 - 42
Household size (number of members),,,,,,,,,,,,,,,,,,
    mean,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,5
    standard deviation,,,,,,,,,,,,,2,2,3,2,2,2
    range,-,-,-,-,-,-,-,-,-,-,-,-,2 - 11,3 - 10,2 - 11,2 - 10,2 - 10,2 - 7
     Male household member [mean],0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3
     Female household member [mean],0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,2
Major source of income (percent of farmers),,,,,,,,,,,,,,,,,,
    Rice Farming,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,77,0,0
    Non-Farming,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0
    Other Farming / Fishing,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
    Othersa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Attendance in trainings/seminars (percent of farmers),,,,,,,,,,,,,,,,,,
     Attended,0,0,0,0,0,0,0,0,0,0,0,0,63,68,46,73,75,63
     Not-Attended,0,0,0,0,0,0,0,0,0,0,0,0,37,32,54,27,25,38
Membership in farmer organizations (percent of farmers),,,,,,,,,,,,,,,,,,
     Member,0,0,0,0,0,0,0,0,0,0,0,0,58,62,46,65,71,25
     Non-member,0,0,0,0,0,0,0,0,0,0,0,0,42,38,54,35,29,75
Cagayan,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 114),(n = 87),(n = 27),(n = 114),(n = 82),(n = 32),(n = 116),(n = 89),(n = 27),(n = 116),(n = 88),(n = 28),(n = 116),(n = 84),(n = 32),(n = 116),(n = 101),(n = 15)
Age,,,,,,,,,,,,,,,,,,
    mean,51,51,51,51,51,52,53,54,52,54,54,53,55,55,56,55,55,57
    standard deviation,12,12,11,12,12,13,12,11,15,12,12,11,11,11,10,10,11,8
    range,23 - 77,23 - 77,30 - 76,23 - 77,23 - 77,30 - 77,24 - 82,28 - 78,24 - 82,27 - 81,27 - 81,31 - 80,28 - 84,28 - 84,36 - 75,28 - 84,28 - 84,36 - 66
Gender (percent of farmers),,,,,,,,,,,,,,,,,,
     Male,94,94,93,94,93,97,93,96,85,91,93,86,90,94,78,90,89,93
     Female,6,6,7,6,7,3,7,4,15,9,7,14,10,6,22,10,11,7
Civil status (percent of farmers),,,,,,,,,,,,,,,,,,
     Single,2,2,0,2,2,0,2,1,4,2,1,4,4,4,6,0,0,
     Married,92,92,93,92,90,97,89,91,81,91,92,86,84,88,75,87,86,93
     Widow/widower,5,5,7,5,6,3,9,8,15,8,7,11,11,8,19,11,12,7
     Separated,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0
Years of schooling,,,,,,,,,,,,,,,,,,
    mean,7,7,7,7,7,7,8,8,7,8,8,7,8,8,8,8,8,8
    standard deviation,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2
    range,0 - 14,0 - 14,0 - 14,0 - 14,0 - 14,0 - 14,1 - 15,1 - 15,1 - 13,2 - 14,2 - 14,3 - 11,1 - 14,1 - 14,3 - 14,1 - 14,1 - 14,6 - 12
Years of farming experience,,,,,,,,,,,,,,,,,,
    mean,24,23,26,24,23,26,30,31,28,31,31,30,36,35,37,35,34,39
    standard deviation,12,12,13,12,12,13,13,13,14,14,14,13,13,12,14,13,13,9
    range,1 - 54,1 - 53,4 - 54,1 - 54,1 - 50,4 - 54,2 - 61,2 - 61,5 - 60,5 - 65,5 - 65,8 - 60,4 - 66,10 - 66,4 - 57,5 - 66,5 - 66,21 - 51
Household size (number of members),,,,,,,,,,,,,,,,,,
    mean,6,5,6,6,6,4,4,5,4,4,4,4,4,5,5,4,4,5
    standard deviation,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
    range,2 - 22,2 - 22,2 - 11,2 - 22,2 - 22,2 - 11,1 - 15,2 - 15,1 - 9,2 - 13,2 - 13,2 - 9,1 - 10,1 - 10,2 - 7,2 - 10,2 - 10,3 - 8
     Male household member [mean],3,3,3,3,3,2,2,3,2,2,2,2,2,3,2,2,2,2
     Female household member [mean],3,2,3,3,3,2,2,2,2,2,2,2,2,2,3,2,2,3
Major source of income (percent of farmers),,,,,,,,,,,,,,,,,,
    Rice Farming,84,82,93,84,84,84,93,93,93,91,93,82,91,0,0,85,0,0
    Non-Farming,6,6,7,6,6,6,3,4,0,3,3,0,8,0,0,8,0,0
    Other Farming / Fishing,9,11,0,8,7,9,1,1,0,0,0,0,0,0,0,1,0,0
    Othersa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Attendance in trainings/seminars (percent of farmers),,,,,,,,,,,,,,,,,,
     Attended,46,51,33,40,43,34,49,52,41,49,51,43,56,56,56,66,67,60
     Not-Attended,54,49,67,60,57,66,51,48,59,51,49,57,44,44,44,34,33,40
Membership in farmer organizations (percent of farmers),,,,,,,,,,,,,,,,,,
     Member,32,37,19,39,52,6,48,56,22,48,58,18,28,32,19,35,36,33
     Non-member,68,63,81,61,48,94,52,44,78,52,42,82,72,68,81,65,64,67
Isabela,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 89),(n = 74),(n = 15),(n = 89),(n = 75),(n = 14),(n = 116),(n = 92),(n = 24),(n = 116),(n = 91),(n = 25),(n = 116),(n = 96),(n = 20),(n = 116),(n = 104),(n = 12)
Age,,,,,,,,,,,,,,,,,,
    mean,50,49,56,49,49,49,52,51,52,52,52,53,56,55,59,56,56,60
    standard deviation,12,12,13,12,12,13,13,12,17,13,12,14,12,12,11,12,11,13
    range,22 - 81,22 - 81,35 - 77,22 - 81,22 - 81,29 - 69,20 - 80,24 - 80,20 - 76,23 - 81,28 - 81,23 - 74,27 - 85,27 - 85,38 - 79,28 - 80,28 - 80,38 - 79
Gender (percent of farmers),,,,,,,,,,,,,,,,,,
     Male,90,89,93,90,88,100,93,91,100,92,90,100,91,91,90,91,91,83
     Female,10,11,7,10,12,0,7,9,0,8,10,0,9,9,10,9,9,17
Civil status (percent of farmers),,,,,,,,,,,,,,,,,,
     Single,1,1,0,1,1,0,5,3,13,4,3,8,4,4,5,2,2,0
     Married,88,86,93,87,85,93,87,88,83,86,85,92,85,85,85,84,85,75
     Widow/widower,10,11,7,11,12,7,8,9,4,9,12,0,9,9,10,13,12,25
     Separated,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,2,2,0
Years of schooling,,,,,,,,,,,,,,,,,,
    mean,9,9,9,9,9,8,9,9,8,9,9,8,9,10,9,9,9,8
    standard deviation,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,3
    range,2 - 18,2 - 16,2 - 18,2 - 18,2 - 18,2 - 14,2 - 15,3 - 15,2 - 14,1 - 14,3 - 14,1 - 14,2 - 15,2 - 15,2 - 14,2 - 15,2 - 15,2 - 12
Years of farming experience,,,,,,,,,,,,,,,,,,
    mean,25,25,25,24,24,23,30,30,33,30,30,31,36,35,37,37,36,41
    standard deviation,13,13,13,13,13,12,14,13,17,15,14,16,13,13,14,13,13,11
    range,3 - 56,3 - 56,6 - 50,3 - 56,3 - 56,8 - 47,2 - 60,2 - 55,3 - 60,3 - 71,3 - 71,4 - 56,3 - 64,3 - 64,10 - 58,3 - 64,3 - 64,20 - 58
Household size (number of members),,,,,,,,,,,,,,,,,,
    mean,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4
    standard deviation,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
    range,2 - 10,2 - 10,2 - 8,2 - 10,2 - 10,2 - 8,1 - 11,1 - 11,1 - 9,1 - 15,1 - 15,1 - 9,1 - 10,1 - 10,1 - 9,2 - 12,2 - 12,2 - 8
