Apayao,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 60),(n = 47),(n = 13),(n = 60),(n = 56),(n = 4)
Annual per capita provincial poverty threshold (₱)*,0,,,0,,,0,,,0,,,20947,,,20947,,
,(Percent of farm households),,,,,,,,,,,,,,,,,
Above threshold,0,0,0,0,0,0,0,0,0,0,0,0,75,77,69,97,96,100
Below threshold,0,0,0,0,0,0,0,0,0,0,0,0,25,23,31,3,4,0
Kalinga,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 60),(n = 47),(n = 13),(n = 59),(n = 52),(n = 7)
Annual per capita provincial poverty threshold (₱)*,0,,,0,,,0,,,0,,,20468,,,20468,,
,(Percent of farm households),,,,,,,,,,,,,,,,,
Above threshold,0,0,0,0,0,0,0,0,0,0,0,0,90,91,85,92,92,100
Below threshold,0,0,0,0,0,0,0,0,0,0,0,0,10,9,15,8,8,0
Cagayan,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 114),(n = 87),(n = 27),(n = 114),(n = 82),(n = 32),(n = 115),(n = 89),(n = 26),(n = 116),(n = 88),(n = 28),(n = 116),(n = 84),(n = 32),(n = 116),(n = 101),(n = 15)
Annual per capita provincial poverty threshold (₱)*,14355,,,14355,,,18741,,,18741,,,21094,,,21094,,
,(Percent of farm households),,,,,,,,,,,,,,,,,
Above threshold,79,91,63,68,74,81,73,69,62,78,82,64,85,83,72,97,96,87
Below threshold,21,9,37,32,26,19,27,31,38,22,18,36,15,17,28,3,4,13
Isabela,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 89),(n = 74),(n = 15),(n = 89),(n = 75),(n = 14),(n = 115),(n = 91),(n = 24),(n = 116),(n = 91),(n = 25),(n = 116),(n = 96),(n = 20),(n = 116),(n = 104),(n = 12)
Annual per capita provincial poverty threshold (₱)*,13702,,,13702,,,19400,,,19400,,,22547,,,22547,,
,(Percent of farm households),,,,,,,,,,,,,,,,,
Above threshold,100,97,100,87,91,57,75,77,67,95,96,92,93,97,75,97,98,92
Below threshold,0,3,0,13,9,43,25,23,33,5,4,8,7,3,25,3,2,8
Nueva Vizcaya,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 60),(n = 47),(n = 13),(n = 60),(n = 56),(n = 4)
Annual per capita provincial poverty threshold (₱)*,0,,,0,,,0,,,0,,,22174,,,22174,,
,(Percent of farm households),,,,,,,,,,,,,,,,,
Above threshold,0,0,0,0,0,0,0,0,0,0,0,0,98,98,92,100,100,100
Below threshold,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,0,0,0
Aurora,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 57),(n = 55),(n = 2),(n = 58),(n = 57),(n = 1),(n = 60),(n = 56),(n = 4),(n = 60),(n = 57),(n = 3),(n = 60),(n = 57),(n = 3),(n = 60),(n = 60),(n = 0)
Annual per capita provincial poverty threshold (₱)*,11883,,,11883,,,18466,,,18466,,,20458,,,20458,,
,(Percent of farm households),,,,,,,,,,,,,,,,,
Above threshold,100,100,100,83,82,100,58,55,100,53,54,33,98,98,100,98,98,0
Below threshold,0,0,0,17,18,0,42,45,0,47,46,67,2,2,0,2,2,0
Bulacan,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 76),(n = 35),(n = 41),(n = 77),(n = 77),(n = 0),(n = 84),(n = 43),(n = 41),(n = 84),(n = 52),(n = 32),(n = 86),(n = 48),(n = 38),(n = 82),(n = 57),(n = 25)
Annual per capita provincial poverty threshold (₱)*,14671,,,14671,,,19910,,,19910,,,21989,,,21989,,
,(Percent of farm households),,,,,,,,,,,,,,,,,
Above threshold,96,94,98,60,60,0,73,56,88,70,77,59,95,92,97,96,96,96
Below threshold,4,6,2,40,40,0,27,44,12,30,23,41,5,8,3,4,4,4
Nueva Ecija,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 110),(n = 97),(n = 13),(n = 110),(n = 109),(n = 1),(n = 149),(n = 142),(n = 7),(n = 148),(n = 137),(n = 11),(n = 148),(n = 111),(n = 37),(n = 151),(n = 145),(n = 6)
Annual per capita provincial poverty threshold (₱)*,14857,,,14857,,,20847,,,20847,,,23403,,,23403,,
,(Percent of farm households),,,,,,,,,,,,,,,,,
Above threshold,88,91,77,84,84,0,63,63,29,91,93,55,97,98,92,97,97,67
Below threshold,12,9,23,16,16,100,37,37,71,9,7,45,3,2,8,3,3,33
Pampanga,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 56),(n = 49),(n = 7),(n = 56),(n = 56),(n = 0),(n = 58),(n = 58),(n = 0),(n = 60),(n = 60),(n = 0),(n = 60),(n = 46),(n = 14),(n = 60),(n = 60),(n = 0)
Annual per capita provincial poverty threshold (₱)*,14221,,,14221,,,19163,,,19163,,,22474,,,22474,,
,(Percent of farm households),,,,,,,,,,,,,,,,,
Above threshold,98,98,100,84,84,0,81,81,0,92,92,0,98,100,93,100,100,0
Below threshold,2,2,0,16,16,0,19,19,0,8,8,0,2,0,7,0,0,0
Tarlac,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 76),(n = 57),(n = 19),(n = 76),(n = 76),(n = 0),(n = 86),(n = 77),(n = 9),(n = 83),(n = 81),(n = 2),(n = 86),(n = 55),(n = 31),(n = 86),(n = 76),(n = 10)
Annual per capita provincial poverty threshold (₱)*,13958,,,13958,,,18810,,,18810,,,23008,,,23008,,
,(Percent of farm households),,,,,,,,,,,,,,,,,
Above threshold,80,89,58,68,68,0,63,62,67,55,54,0,98,98,87,97,99,90
Below threshold,20,11,42,32,32,0,37,38,33,45,46,100,2,2,13,3,1,10
Laguna,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 56),(n = 38),(n = 18),(n = 56),(n = 46),(n = 10),(n = 60),(n = 60),(n = 0),(n = 60),(n = 59),(n = 1),(n = 60),(n = 45),(n = 15),(n = 60),(n = 48),(n = 12)
Annual per capita provincial poverty threshold (₱)*,13637,,,13637,,,19857,,,19857,,,21770,,,21770,,
,(Percent of farm households),,,,,,,,,,,,,,,,,
Above threshold,88,82,100,75,76,60,52,52,0,53,53,100,78,80,73,87,94,58
Below threshold,13,18,0,25,24,40,48,48,0,47,47,0,22,20,27,13,6,42
Quezon,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 52),(n = 39),(n = 13),(n = 52),(n = 32),(n = 20),(n = 60),(n = 34),(n = 26),(n = 60),(n = 29),(n = 31),(n = 60),(n = 38),(n = 22),(n = 60),(n = 39),(n = 21)
Annual per capita provincial poverty threshold (₱)*,12784,,,12784,,,18081,,,18081,,,20515,,,20515,,
,(Percent of farm households),,,,,,,,,,,,,,,,,
Above threshold,92,95,62,83,81,85,67,74,50,52,66,35,85,84,86,95,97,90
Below threshold,8,5,38,17,19,15,33,26,50,48,34,65,15,16,14,5,3,10
Occidental Mindoro,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 51),(n = 26),(n = 25),(n = 50),(n = 33),(n = 17),(n = 60),(n = 43),(n = 17),(n = 58),(n = 37),(n = 21),(n = 60),(n = 38),(n = 22),(n = 53),(n = 45),(n = 8)
Annual per capita provincial poverty threshold (₱)*,12725,,,12725,,,17412,,,17412,,,19994,,,19994,,
,(Percent of farm households),,,,,,,,,,,,,,,,,
Above threshold,90,92,88,56,82,29,78,84,82,79,81,76,95,95,95,89,91,75
Below threshold,10,8,12,44,18,71,22,16,18,21,19,24,5,5,5,11,9,25
Oriental Mindoro,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 85),(n = 67),(n = 18),(n = 86),(n = 82),(n = 4),(n = 86),(n = 76),(n = 10),(n = 86),(n = 70),(n = 16),(n = 86),(n = 71),(n = 15),(n = 82),(n = 72),(n = 10)
Annual per capita provincial poverty threshold (₱)*,13396,,,13396,,,17415,,,17415,,,20410,,,20410,,
,(Percent of farm households),,,,,,,,,,,,,,,,,
Above threshold,85,94,72,60,61,50,71,76,20,77,81,56,95,99,80,88,89,80
Below threshold,15,6,28,40,39,50,29,24,80,23,19,44,5,1,20,12,11,20
Palawan,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 60),(n = 34),(n = 26),(n = 60),(n = 39),(n = 21)
Annual per capita provincial poverty threshold (₱)*,0,,,0,,,0,,,0,,,19435,,,19435,,
,(Percent of farm households),,,,,,,,,,,,,,,,,
Above threshold,0,0,0,0,0,0,0,0,0,0,0,0,90,94,85,95,95,95
Below threshold,0,0,0,0,0,0,0,0,0,0,0,0,10,6,15,5,5,5
Albay,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 49),(n = 30),(n = 19),(n = 49),(n = 30),(n = 19),(n = 60),(n = 49),(n = 11),(n = 60),(n = 52),(n = 8),(n = 60),(n = 49),(n = 11),(n = 60),(n = 51),(n = 9)
Annual per capita provincial poverty threshold (₱)*,13413,,,13413,,,18610,,,18610,,,22081,,,22081,,
,(Percent of farm households),,,,,,,,,,,,,,,,,
Above threshold,78,87,63,45,67,21,30,35,9,38,46,50,87,90,45,87,90,33
Below threshold,22,13,37,55,33,79,70,65,91,62,54,50,13,10,55,13,10,67
Camarines Sur,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 90),(n = 71),(n = 19),(n = 90),(n = 82),(n = 8),(n = 116),(n = 89),(n = 27),(n = 116),(n = 77),(n = 39),(n = 116),(n = 74),(n = 42),(n = 116),(n = 81),(n = 35)
Annual per capita provincial poverty threshold (₱)*,13492,,,13492,,,18717,,,18717,,,22154,,,22154,,
,(Percent of farm households),,,,,,,,,,,,,,,,,
Above threshold,86,86,84,66,66,63,48,45,59,47,48,46,86,88,83,75,78,77
Below threshold,14,14,16,34,34,38,52,55,41,53,52,54,14,12,17,25,22,23
Antique,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 60),(n = 29),(n = 31),(n = 60),(n = 35),(n = 25)
Annual per capita provincial poverty threshold (₱)*,0,,,0,,,0,,,0,,,20382,,,20382,,
,(Percent of farm households),,,,,,,,,,,,,,,,,
Above threshold,0,0,0,0,0,0,0,0,0,0,0,0,82,79,84,93,97,88
Below threshold,0,0,0,0,0,0,0,0,0,0,0,0,18,21,16,7,3,12
Capiz,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 60),(n = 32),(n = 28),(n = 60),(n = 42),(n = 18)
Annual per capita provincial poverty threshold (₱)*,0,,,0,,,0,,,0,,,21146,,,21146,,
,(Percent of farm households),,,,,,,,,,,,,,,,,
Above threshold,0,0,0,0,0,0,0,0,0,0,0,0,77,78,75,83,88,72
Below threshold,0,0,0,0,0,0,0,0,0,0,0,0,23,22,25,17,12,28
Iloilo,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 88),(n = 41),(n = 47),(n = 88),(n = 70),(n = 18),(n = 116),(n = 62),(n = 54),(n = 112),(n = 51),(n = 61),(n = 116),(n = 55),(n = 61),(n = 114),(n = 59),(n = 55)
Annual per capita provincial poverty threshold (₱)*,12965,,,12965,,,18827,,,18827,,,22117,,,22117,,
,(Percent of farm households),,,,,,,,,,,,,,,,,
Above threshold,69,88,53,26,27,22,35,27,70,38,39,52,84,89,80,67,78,47
Below threshold,31,12,47,74,73,78,65,73,30,62,61,48,16,11,20,33,22,53
Negros Occidental,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,,Jul-Dec 2016 harvest,,,Jan-Jun 2017 harvest,,
Items,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0),(n = 0)
Annual per capita provincial poverty threshold (₱)*,0,,,0,,,0,,,0,,,0,,,0,,
,(Percent of farm households),,,,,,,,,,,,,,,,,
Above threshold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Below threshold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
