Co-farmer,22,21,26,13,8,25,13,14,13,4,5,4
DA/BPI,22,26,7,24,27,16,6,5,13,1,1,0
Own produce,13,7,33,21,19,25,8,7,13,10,10,8
Seed grower,11,14,4,10,6,19,6,8,0,6,8,0
Others*,3,1,7,0,0,0,3,3,0,4,6,0
Isabela,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Seed source,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 89),(n = 74),(n = 15),(n = 89),(n = 75),(n = 14),(n = 115),(n = 91),(n = 24),(n = 114),(n = 89),(n = 25)
,(percent of farmers),,,,,,,,,,,
Seed grower,25,28,7,26,31,0,30,31,25,20,22,12
Co-farmer,34,31,47,33,29,50,17,14,25,15,16,12
Trader/input dealer,12,15,0,10,12,0,23,20,33,29,28,32
Own produce,11,11,13,20,16,43,13,16,0,18,16,24
DA/BPI,13,11,27,9,9,7,3,2,8,7,3,20
LGU,0,0,0,0,0,0,6,5,8,8,10,0
PO/NGO,0,0,0,0,0,0,8,10,0,0,0,0
Others*,4,4,7,2,3,0,1,1,0,4,4,0
Aurora,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Seed source,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 57),(n = 55),(n = 2),(n = 50),(n = 49),(n = 1),(n = 59),(n = 55),(n = 4),(n = 55),(n = 53),(n = 2)
,(percent of farmers),,,,,,,,,,,
Co-farmer,82,82,100,80,80,100,20,22,0,13,13,0
Trader/input dealer,7,7,0,8,8,0,61,58,100,64,62,100
Seed grower,4,4,0,8,8,0,8,9,0,13,13,0
DA/BPI,7,7,0,0,0,0,8,9,0,4,4,0
Others*,0,0,0,4,4,0,2,2,0,9,9,0
Bulacan,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Seed source,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 76),(n = 34),(n = 42),(n = 29),(n = 29),(n = 0),(n = 84),(n = 43),(n = 41),(n = 37),(n = 37),(n = 0)
,(percent of farmers),,,,,,,,,,,
Co-farmer,53,62,45,59,59,0,24,23,24,19,19,0
DA/BPI,14,21,10,14,14,0,26,12,41,16,16,0
Trader/input dealer,7,3,10,0,0,0,23,21,24,32,32,0
Seed grower,8,6,10,7,7,0,21,40,2,16,16,0
Own produce,18,9,26,14,14,0,5,2,7,16,16,0
Others*,0,0,0,7,7,0,1,2,0,0,0,0
Nueva Ecija,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Seed source,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 110),(n = 97),(n = 13),(n = 77),(n = 76),(n = 1),(n = 149),(n = 142),(n = 7),(n = 123),(n = 123),(n = 0)
,(percent of farmers),,,,,,,,,,,
Seed grower,32,32,31,19,20,0,46,45,71,45,45,0
Co-farmer,35,34,46,38,37,100,26,27,14,18,18,0
DA/BPI,8,9,0,16,16,0,13,14,0,19,19,0
Own produce,13,13,8,13,13,0,4,4,0,6,6,0
Trader/input dealer,4,2,15,3,3,0,5,5,0,7,7,0
PhilRice,5,6,0,8,8,0,2,1,14,2,2,0
Others*,3,3,0,4,4,0,3,4,0,4,4,0
Pampanga,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Seed source,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 56),(n = 49),(n = 7),(n = 41),(n = 41),(n = 0),(n = 55),(n = 55),(n = 0),(n = 50),(n = 50),(n = 0)
,(percent of farmers),,,,,,,,,,,
Co-farmer,55,53,71,54,54,0,27,27,0,38,38,0
Seed grower,13,12,14,5,5,0,38,38,0,16,16,0
Own produce,16,16,14,22,22,0,9,9,0,14,14,0
DA/BPI,11,12,0,12,12,0,18,18,0,12,12,0
Cooperative,4,4,0,5,5,0,4,4,0,10,10,0
Trader/input dealer,2,2,0,2,2,0,5,5,0,10,10,0
Tarlac,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Seed source,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 76),(n = 57),(n = 19),(n = 37),(n = 37),(n = 0),(n = 86),(n = 77),(n = 9),(n = 45),(n = 45),(n = 0)
,(percent of farmers),,,,,,,,,,,
Co-farmer,41,39,47,49,49,0,21,19,33,24,24,0
Seed grower,20,25,5,27,27,0,26,26,22,24,24,0
DA/BPI,8,11,0,11,11,0,22,23,11,7,7,0
Own produce,14,7,37,14,14,0,9,9,11,7,7,0
PhilRice,12,12,11,0,0,0,13,13,11,7,7,0
Trader/input dealer,5,7,0,0,0,0,6,5,11,24,24,0
Others*,0,0,0,0,0,0,5,5,0,13,13,0
Laguna,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Seed source,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 56),(n = 38),(n = 18),(n = 45),(n = 36),(n = 9),(n = 59),(n = 59),(n = 0),(n = 57),(n = 56),(n = 1)
,(percent of farmers),,,,,,,,,,,
Co-farmer,54,47,67,53,53,56,53,53,0,70,71,0
Own produce,11,11,11,24,31,0,22,22,0,16,14,100
DA/BPI,25,29,17,11,8,22,15,15,0,7,7,0
Seed grower,2,3,0,4,3,11,8,8,0,7,7,0
Others*,11,11,11,7,6,11,2,2,0,2,2,0
Quezon,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Seed source,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 50),(n = 38),(n = 12),(n = 46),(n = 26),(n = 20),(n = 58),(n = 33),(n = 25),(n = 59),(n = 29),(n = 30)
,(percent of farmers),,,,,,,,,,,
Co-farmer,62,58,75,67,58,80,64,58,72,47,41,53
LGU,2,3,0,30,42,15,2,3,0,27,38,17
Own produce,10,8,17,0,0,0,5,3,8,19,17,20
DA/BPI,16,21,0,0,0,0,12,18,4,0,0,0
SCUs,0,0,0,0,0,0,9,3,16,3,0,7
Others*,10,11,8,2,0,5,9,15,0,3,3,3
Occidental Mindoro,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Seed source,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 51),(n = 26),(n = 25),(n = 25),(n = 25),(n = 0),(n = 60),(n = 43),(n = 17),(n = 33),(n = 33),(n = 0)
,(percent of farmers),,,,,,,,,,,
Co-farmer,55,62,48,68,68,0,15,14,18,18,18,0
Seed grower,12,12,12,16,16,0,42,42,41,39,39,0
DA/BPI,6,4,8,12,12,0,25,23,29,18,18,0
Own produce,27,23,32,4,4,0,13,16,6,6,6,0
Trader/input dealer,0,0,0,0,0,0,3,2,6,15,15,0
Others*,0,0,0,0,0,0,2,2,0,3,3,0
Oriental Mindoro,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Seed source,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 85),(n = 67),(n = 18),(n = 75),(n = 71),(n = 4),(n = 85),(n = 75),(n = 10),(n = 86),(n = 70),(n = 16)
,(percent of farmers),,,,,,,,,,,
Co-farmer,40,34,61,27,23,100,46,43,70,43,39,63
Own produce,14,16,6,32,34,0,16,16,20,29,31,19
Seed grower,19,19,17,11,11,0,16,19,0,15,19,0
DA/BPI,19,21,11,25,27,0,12,12,10,5,3,13
Trader/input dealer,7,7,6,5,6,0,5,5,0,6,6,6
Others*,2,3,0,0,0,0,5,5,0,2,3,0
Albay,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Seed source,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 48),(n = 29),(n = 19),(n = 48),(n = 29),(n = 19),(n = 60),(n = 49),(n = 11),(n = 60),(n = 52),(n = 8)
,(percent of farmers),,,,,,,,,,,
Co-farmer,67,52,89,58,66,47,58,57,64,47,48,38
Own produce,2,0,5,21,3,47,30,29,36,37,33,63
DA/BPI,25,41,0,13,17,5,8,10,0,5,6,0
Others*,6,7,5,8,14,0,3,4,0,12,13,0
Camarines Sur,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Seed source,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 90),(n = 71),(n = 19),(n = 77),(n = 69),(n = 8),(n = 113),(n = 86),(n = 27),(n = 115),(n = 76),(n = 39)
,(percent of farmers),,,,,,,,,,,
Co-farmer,63,66,53,58,54,100,59,71,22,63,66,59
Own produce,19,14,37,30,33,0,27,15,67,22,14,36
DA/BPI,7,8,0,5,6,0,8,8,7,9,12,3
Seed grower,3,4,0,3,3,0,3,2,4,4,5,3
Trader/input dealer,7,6,11,4,4,0,2,2,0,1,1,0
Others*,1,1,0,0,0,0,1,1,0,1,1,0
Iloilo,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Seed source,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 87),(n = 41),(n = 46),(n = 39),(n = 22),(n = 17),(n = 116),(n = 62),(n = 54),(n = 58),(n = 29),(n = 29)
,(percent of farmers),,,,,,,,,,,
Co-farmer,66,56,74,72,64,82,47,50,43,53,55,52
Own produce,16,20,13,10,18,0,22,27,17,34,31,38
DA/BPI,14,20,9,8,14,0,30,23,39,5,3,7
Others*,5,5,4,10,5,18,7,11,2,7,10,3
Bohol,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Seed source,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 75),(n = 22),(n = 53),(n = 40),(n = 26),(n = 14),(n = 82),(n = 32),(n = 50),(n = 86),(n = 32),(n = 54)
,(percent of farmers),,,,,,,,,,,
Co-farmer,85,91,83,68,73,57,83,69,92,77,66,83
Own produce,8,9,8,30,27,36,5,3,6,12,19,7
LGU,0,0,0,0,0,0,9,19,2,6,0,9
DA/BPI,1,0,2,0,0,0,4,9,0,6,16,0
Others*,5,0,8,3,0,7,1,3,0,0,0,0
Leyte,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Seed source,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 78),(n = 51),(n = 27),(n = 78),(n = 54),(n = 24),(n = 85),(n = 70),(n = 15),(n = 83),(n = 69),(n = 14)
,(percent of farmers),,,,,,,,,,,
Co-farmer,64,59,74,55,59,46,46,39,80,51,49,57
DA/BPI,15,16,15,14,17,8,27,33,0,17,19,7
Own produce,13,16,7,28,20,46,13,14,7,17,14,29
Seed grower,6,10,0,3,4,0,9,10,7,14,17,0
Others*,1,0,4,0,0,0,5,4,7,1,0,7
Northern Samar,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Seed source,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 50),(n = 26),(n = 24),(n = 50),(n = 17),(n = 33),(n = 45),(n = 27),(n = 18),(n = 59),(n = 27),(n = 32)
,(percent of farmers),,,,,,,,,,,
Co-farmer,62,58,67,40,47,36,62,67,56,31,26,34
Own produce,26,31,21,52,29,64,11,0,28,36,22,47
Seed grower,8,8,8,0,0,0,0,0,0,17,33,3
DA/BPI,12,19,4,8,24,0,0,0,0,7,15,0
Trader/input dealer,0,0,0,0,0,0,11,11,11,10,4,16
LGU,0,0,0,0,0,0,13,22,0,0,0,0
Others*,0,0,0,0,0,0,2,0,6,2,0,3
Zamboanga del Norte,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Seed source,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 42),(n = 19),(n = 23),(n = 31),(n = 17),(n = 14),(n = 60),(n = 32),(n = 28),(n = 43),(n = 29),(n = 14)
,(percent of farmers),,,,,,,,,,,
Co-farmer,74,63,83,65,59,71,50,47,54,67,59,86
Own produce,5,11,0,19,18,21,17,16,18,16,17,14
Seed grower,10,11,9,10,18,0,8,16,0,2,3,0
DA/BPI,10,11,9,6,6,7,3,6,0,12,17,0
LGU,0,0,0,0,0,0,13,9,18,0,0,0
Others*,2,5,0,0,0,0,8,6,11,2,3,0
Zamboanga del Sur,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Seed source,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 50),(n = 39),(n = 11),(n = 51),(n = 42),(n = 9),(n = 60),(n = 45),(n = 15),(n = 60),(n = 49),(n = 11)
,(percent of farmers),,,,,,,,,,,
Co-farmer,84,82,91,90,90,89,55,60,40,55,55,55
DA/BPI,0,0,0,2,2,0,35,31,47,27,24,36
Trader/input dealer,12,13,9,4,5,0,2,2,0,7,8,0
Seed grower,2,3,0,2,2,0,0,0,0,8,10,0
Others*,4,3,9,2,0,11,8,7,13,3,2,9
Zamboanga Sibugay,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Seed source,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 22),(n = 4),(n = 18),(n = 15),(n = 3),(n = 12),(n = 25),(n = 9),(n = 16),(n = 25),(n = 6),(n = 19)
,(percent of farmers),,,,,,,,,,,
Co-farmer,41,50,39,73,67,75,72,100,56,56,17,68
Own produce,36,50,33,7,0,8,0,0,0,16,50,5
DA/BPI,14,0,17,7,0,8,20,0,31,8,0,11
Others*,9,0,11,13,33,8,8,0,13,20,33,16
Bukidnon,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Seed source,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 48),(n = 30),(n = 18),(n = 32),(n = 26),(n = 6),(n = 81),(n = 68),(n = 13),(n = 77),(n = 71),(n = 6)
,(percent of farmers),,,,,,,,,,,
Co-farmer,73,70,78,56,54,67,60,63,46,55,55,50
Own produce,13,20,0,31,38,0,7,9,0,12,11,17
DA/BPI,2,3,0,3,4,0,15,18,0,10,10,17
Trader/input dealer,6,3,11,6,4,17,5,6,0,9,10,0
Seed grower,2,0,6,0,0,0,7,3,31,9,10,0
PhilRice,0,0,0,0,0,0,4,0,23,8,7,17
Others*,4,3,6,3,0,17,1,1,0,0,0,0
Davao de Oro,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Seed source,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 12),(n = 12),(n = 0),(n = 12),(n = 12),(n = 0),(n = 26),(n = 22),(n = 4),(n = 25),(n = 20),(n = 5)
,(percent of farmers),,,,,,,,,,,
Co-farmer,33,33,0,42,42,0,23,23,25,44,45,40
DA/BPI,25,25,0,8,8,0,38,41,25,28,35,0
Others*,42,42,0,50,50,0,42,41,50,28,20,60
Davao del Norte,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Seed source,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 19),(n = 19),(n = 0),(n = 19),(n = 19),(n = 0),(n = 34),(n = 34),(n = 0),(n = 34),(n = 34),(n = 0)
,(percent of farmers),,,,,,,,,,,
Seed grower,42,42,0,26,26,0,26,26,0,41,41,0
Co-farmer,37,37,0,32,32,0,26,26,0,35,35,0
Cooperative,0,0,0,16,16,0,29,29,0,12,12,0
Others*,21,21,0,26,26,0,18,18,0,12,12,0
Davao del Sur,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Seed source,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 32),(n = 31),(n = 1),(n = 32),(n = 32),(n = 0),(n = 60),(n = 60),(n = 0),(n = 60),(n = 60),(n = 0)
,(percent of farmers),,,,,,,,,,,
Co-farmer,31,32,0,47,47,0,52,52,0,47,47,0
DA/BPI,28,29,0,13,13,0,15,15,0,18,18,0
Trader/input dealer,16,16,0,19,19,0,10,10,0,7,7,0
Seed grower,9,6,100,19,19,0,10,10,0,7,7,0
Own produce,9,10,0,0,0,0,2,2,0,10,10,0
LGU,0,0,0,0,0,0,8,8,0,7,7,0
Others*,6,6,0,3,3,0,3,3,0,8,8,0
Davao Oriental,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Seed source,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 60),(n = 58),(n = 2),(n = 60),(n = 58),(n = 2),(n = 60),(n = 60),(n = 0),(n = 60),(n = 60),(n = 0)
,(percent of farmers),,,,,,,,,,,
Seed grower,23,22,50,18,19,0,45,45,0,55,55,0
Co-farmer,30,31,0,25,22,100,15,15,0,20,20,0
Cooperative,17,17,0,38,40,0,13,13,0,2,2,0
Trader/input dealer,15,16,0,5,5,0,17,17,0,10,10,0
Own produce,13,12,50,12,12,0,2,2,0,3,3,0
Others*,3,3,0,2,2,0,8,8,0,10,10,0
North Cotabato,Jul-Dec 2006 harvest,,,Jan-Jun 2007 harvest,,,Jul-Dec 2011 harvest,,,Jan-Jun 2012 harvest,,
Seed source,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED,ALL ECOSYSTEMS,IRRIGATED,NON-IRRIGATED
,(n = 41),(n = 30),(n = 11),(n = 28),(n = 25),(n = 3),(n = 86),(n = 60),(n = 26),(n = 68),(n = 49),(n = 19)
,(percent of farmers),,,,,,,,,,,
Co-farmer,85,80,100,86,88,67,57,55,62,60,59,63
Own produce,5,7,0,11,8,33,23,20,31,13,6,32
Seed grower,2,3,0,0,0,0,12,15,4,7,10,0
Trader/input dealer,2,3,0,0,0,0,3,5,0,9,12,0
Others*,5,7,0,4,4,0,8,8,8,10,12,5
